trade_date,industry,limit_up_count,rank
20260123,电气设备,14,1
20260123,专用机械,9,2
20260123,元器件,5,3
20260123,机械基件,5,4
20260123,塑料,4,5
20260123,通信设备,4,6
20260123,化工原料,3,7
20260123,半导体,3,8
20260123,建筑工程,3,9
20260123,服饰,3,10
