ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000036.SZ,20260123,华联控股,6.99,2.9455,12.05,2175232291.0,226837480.2,318052754.5,544890234.7,91215274.3,4.19,25.05,9794045371.17,连续三个交易日内，涨幅偏离值累计达到20%的证券
000066.SZ,20260123,中国长城,18.29,-6.2051,15.46,9158709543.0,1299067852.77,595776433.25,1894844286.02,-703291419.52,-7.68,20.69,58996038137.02,日跌幅偏离值达到7%的前5只证券
000603.SZ,20260123,盛达资源,51.5,9.9957,5.95,6331171594.0,742058885.07,768385062.04,1510443947.11,26326176.97,0.42,23.86,34335892488.5,连续三个交易日内，涨幅偏离值累计达到20%的证券
000630.SZ,20260123,铜陵有色,6.86,9.9359,7.79,5756810878.0,682020153.47,711508809.71,1393528963.18,29488656.24,0.51,24.21,76441058547.0,日涨幅偏离值达到7%的前5只证券
000638.SZ,20260123,*ST万方,3.17,-5.0898,0.78,14992213.0,10875207.0,4902949.0,15778156.0,-5972258.0,-39.84,105.24,983161555.17,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000670.SZ,20260123,盈方微,9.69,-5.8309,34.34,2874393829.0,347002103.94,187733964.96,534736068.9,-159268138.98,-5.54,18.6,7963851064.95,日振幅值达到15%的前5只证券
000880.SZ,20260123,潍柴重机,38.25,4.025,45.86,3902872798.0,456879060.27,622605479.97,1079484540.24,165726419.7,4.25,27.66,8683775100.0,日换手率达到20%的前5只证券
000880.SZ,20260123,潍柴重机,38.25,4.025,45.86,5250466956.0,500855899.24,982193931.85,1483049831.09,481338032.61,9.17,28.25,8683775100.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
001202.SZ,20260123,炬申股份,20.3,-8.5997,30.87,746646341.0,112574885.94,58157760.28,170732646.22,-54417125.66,-7.29,22.87,2371526286.5,日跌幅偏离值达到7%的前5只证券
001316.SZ,20260123,润贝航科,53.0,10.0042,6.62,796631198.0,119150201.02,153523997.0,272674198.02,34373795.98,4.31,34.23,5898456655.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
001379.SZ,20260123,腾达科技,25.5,-0.3906,44.96,778208038.0,158479147.96,103119468.58,261598616.54,-55359679.38,-7.11,33.62,1716124500.0,日换手率达到20%的前5只证券
002064.SZ,20260123,华峰化学,12.78,-6.3736,1.93,1226878191.0,267184507.14,221562986.15,488747493.29,-45621520.99,-3.72,39.84,63242795810.16,日跌幅偏离值达到7%的前5只证券
002115.SZ,20260123,三维通信,15.39,7.8486,37.28,4255901066.0,405289293.86,485452040.03,890741333.89,80162746.17,1.88,20.93,11576289237.48,日换手率达到20%的前5只证券
002131.SZ,20260123,利欧股份,8.4,-0.2375,35.45,17004833304.0,1909884406.56,873764124.16,2783648530.72,-1036120282.4,-6.09,16.37,49137680272.8,日振幅值达到15%的前5只证券
002149.SZ,20260123,西部材料,43.56,10.0,14.31,2982659627.0,236483991.4,150399131.49,386883122.89,-86084859.91,-2.89,12.97,21263346775.44,日涨幅偏离值达到7%的前5只证券
002165.SZ,20260123,红宝丽,9.91,-0.8008,35.7,2597948912.0,298448953.54,334095264.43,632544217.97,35646310.89,1.37,24.35,7210808305.36,日换手率达到20%的前5只证券
002201.SZ,20260123,九鼎新材,14.8,6.7821,36.62,3213330607.0,490169242.39,376604628.17,866773870.56,-113564614.22,-3.53,26.97,8909946616.0,日换手率达到20%的前5只证券
002202.SZ,20260123,金风科技,29.58,10.0037,10.37,10056922133.0,718879999.73,1657218246.66,2376098246.39,938338246.93,9.33,23.63,99512491165.98,日涨幅偏离值达到7%的前5只证券
002240.SZ,20260123,盛新锂能,41.87,7.0023,9.05,9983435864.0,1212883850.33,1920527326.23,3133411176.56,707643475.9,7.09,31.39,38223488190.14,连续三个交易日内，涨幅偏离值累计达到20%的证券
002290.SZ,20260123,禾盛新材,59.6,-7.0638,6.88,1026728475.0,298150245.14,185487603.2,483637848.34,-112662641.94,-10.97,47.1,14744471118.0,日跌幅偏离值达到7%的前5只证券
002342.SZ,20260123,巨力索具,13.54,9.9919,7.15,4073657445.0,232228977.7,610948623.59,843177601.29,378719645.89,9.3,20.7,12926502600.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
002636.SZ,20260123,金安国纪,25.63,10.0,11.2,3425035875.0,377842213.47,498077223.1,875919436.57,120235009.63,3.51,25.57,18564204137.71,连续三个交易日内，涨幅偏离值累计达到20%的证券
002716.SZ,20260123,湖南白银,16.44,9.6,25.85,58526688849.26,58526688849.26,58526688849.26,117053377698.52,0.0,0.0,200.0,38220603541.2,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券
