ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
301586.SZ,20260123,4.4195,6.0484,0.98,438110.6558,
600871.SH,20260123,3.5599,17.1067,1.91,4985703.0541,
002067.SZ,20260123,9.5542,9.8833,0.8,871638.6271,
601225.SH,20260123,0.4692,1.3502,1.02,20756995.0,
688800.SH,20260123,4.3421,7.2546,0.79,1855593.8504,
002398.SZ,20260123,14.9444,15.7493,3.18,447442.0298,
003010.SZ,20260123,3.4717,4.5382,1.17,1177982.2356,
000958.SZ,20260123,0.7529,1.5379,0.83,11796354.4056,
000050.SZ,20260123,2.3266,4.1185,1.34,2583092.7917,
300837.SZ,20260123,12.86,22.6451,1.13,572110.3951,
601990.SH,20260123,0.5563,1.0446,1.21,3550499.6306,
000048.SZ,20260123,7.1748,15.8229,1.51,1006475.7105,
002075.SZ,20260123,7.4252,10.1432,2.78,1371140.9031,
300669.SZ,20260123,3.023,6.3756,0.66,628220.0148,
301265.SZ,20260123,4.5658,6.0043,0.74,440220.0334,
600332.SH,20260123,0.8274,1.7269,1.17,4116502.6829,
688485.SH,20260123,4.6331,4.6331,1.34,311856.0287,
600234.SH,20260123,3.6201,6.837,1.18,355978.4394,
603881.SH,20260123,7.5726,13.6797,1.04,2516474.6275,
002025.SZ,20260123,10.4315,17.7189,1.62,2542643.291,
002915.SZ,20260123,5.0239,7.2607,0.68,813670.9375,
000725.SZ,20260123,2.9352,3.3799,1.39,16484725.9885,
600113.SH,20260123,1.0813,2.6761,1.46,2563281.1528,
000543.SZ,20260123,1.3004,3.0709,0.76,1920033.2414,
603089.SH,20260123,3.5213,8.78,0.65,353809.037,
601860.SH,20260123,1.3801,1.8004,1.37,1014098.1687,
600131.SH,20260123,2.971,7.1444,0.92,2302040.0395,
920263.BJ,20260123,1.9742,3.1543,1.38,194067.7391,
002799.SZ,20260123,5.8863,11.0139,1.0,302437.8,
603390.SH,20260123,2.7881,7.5891,1.12,484224.782,
688612.SH,20260123,1.7177,1.9265,1.54,1450390.8191,
002628.SZ,20260123,7.5622,9.5298,1.25,358108.4963,
301584.SZ,20260123,9.8521,9.8521,1.1,1313577.5711,
301132.SZ,20260123,7.1591,14.1535,1.27,556508.1237,
301314.SZ,20260123,3.9017,3.9017,0.67,261166.75,
