ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000506.SZ,20260129,招金黄金,28.52,9.9884,17.93,6431272046.0,904526092.63,680134094.48,1584660187.11,-224391998.15,-3.49,24.64,26483225975.72,连续三个交易日内，涨幅偏离值累计达到20%的证券
000510.SZ,20260129,新金路,16.63,-10.0108,18.05,1863923822.0,186128457.38,220714697.72,406843155.1,34586240.34,1.86,21.83,10088835906.71,日跌幅偏离值达到7%的前5只证券
000568.SZ,20260129,泸州老窖,124.23,9.9965,2.65,4658942931.0,642063067.07,1052766311.1,1694829378.17,410703244.03,8.82,36.38,182526888222.09,日涨幅偏离值达到7%的前5只证券
000603.SZ,20260129,盛达资源,67.8,0.7729,12.93,5883779542.0,533872258.48,719532617.4,1253404875.88,185660358.92,3.16,21.3,45203369140.2,日振幅值达到15%的前5只证券
000630.SZ,20260129,铜陵有色,9.19,10.0599,14.33,14140077800.0,1399705936.65,1872155793.5,3271861730.15,472449856.85,3.34,23.14,102404275225.5,日涨幅偏离值达到7%的前5只证券
000630.SZ,20260129,铜陵有色,9.19,10.0599,14.33,23138998372.0,2523675424.78,2492404756.54,5016080181.32,-31270668.24,-0.14,21.68,102404275225.5,连续三个交易日内，涨幅偏离值累计达到20%的证券
000737.SZ,20260129,北方铜业,20.57,10.0,14.49,5375327493.0,531388731.63,667943690.67,1199332422.3,136554959.04,2.54,22.31,39176349951.2,日涨幅偏离值达到7%的前5只证券
000737.SZ,20260129,北方铜业,20.57,10.0,14.49,9348310437.0,796125121.11,1099618482.87,1895743603.98,303493361.76,3.25,20.28,39176349951.2,连续三个交易日内，涨幅偏离值累计达到20%的证券
000751.SZ,20260129,锌业股份,7.64,7.4543,29.33,7154382006.0,723091369.96,696276590.76,1419367960.72,-26814779.2,-0.37,19.84,10771397471.56,连续三个交易日内，涨幅偏离值累计达到20%的证券
000858.SZ,20260129,五粮液,110.77,10.0,2.54,10450873886.0,1011685567.95,1300248209.24,2311933777.19,288562641.29,2.76,22.12,429947608594.24,日涨幅偏离值达到7%的前5只证券
000878.SZ,20260129,云南铜业,29.47,10.0037,13.59,7650102027.0,657015266.33,978402067.06,1635417333.39,321386800.73,4.2,21.38,59045890926.19,日涨幅偏离值达到7%的前5只证券
000878.SZ,20260129,云南铜业,29.47,10.0037,13.59,12618311921.0,1166081556.14,1499302370.68,2665383926.82,333220814.54,2.64,21.12,59045890926.19,连续三个交易日内，涨幅偏离值累计达到20%的证券
001337.SZ,20260129,四川黄金,73.53,9.9761,21.43,4353691650.0,452895712.67,240616705.91,693512418.58,-212279006.76,-4.88,15.93,21210169680.0,日振幅值达到15%的前5只证券
001376.SZ,20260129,百通能源,24.52,10.0045,14.03,843988702.0,202168299.56,160868476.56,363036776.12,-41299823.0,-4.89,43.01,5241218974.76,连续三个交易日内，涨幅偏离值累计达到20%的证券
002030.SZ,20260129,达安基因,6.87,-9.9607,12.64,1237736294.0,116609384.27,94071737.97,210681122.24,-22537646.3,-1.82,17.02,9641674239.84,日跌幅偏离值达到7%的前5只证券
002131.SZ,20260129,利欧股份,9.57,9.122,23.22,31899044390.0,1687857981.3,1649153387.6,3337011368.9,-38704593.7,-0.12,10.46,55981857167.94,连续三个交易日内，涨幅偏离值累计达到20%的证券
