trade_date,industry,limit_up_count,rank
20260129,白酒,17,1
20260129,石油开采,7,2
20260129,区域地产,5,3
20260129,化工原料,4,4
20260129,铜,4,5
20260129,互联网,3,6
20260129,文教休闲,3,7
20260129,服饰,3,8
20260129,染料涂料,3,9
20260129,红黄酒,3,10
