ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
301688.SZ,20260902,2026-09-02 15:00:00,53.82,59.0,72.0,52.66,53.82,26.33,104.40562096467909,20210303.0,1205493211.04,stk_mins
920176.BJ,20260902,2026-09-02 15:00:00,70.66,54.36,70.66,53.41,70.66,54.36,29.985283296541574,3506012.0,223532793.8,stk_mins
920006.BJ,20260902,2026-09-02 15:00:00,22.21,17.06,22.21,16.82,22.21,17.09,29.959040374488023,12459779.0,259413132.34,stk_mins
920212.BJ,20260902,2026-09-02 15:00:00,14.1,11.49,14.1,10.67,14.1,10.85,29.95391705069124,10060734.0,133003702.24,stk_mins
920748.BJ,20260902,2026-09-02 15:00:00,32.71,26.74,33.98,26.37,32.71,26.89,21.64373373001116,7080877.0,219823801.32,stk_mins
920222.BJ,20260902,2026-09-02 15:00:00,28.77,24.65,31.52,24.65,28.77,24.54,17.237163814180924,6047285.0,167788363.0,stk_mins
920098.BJ,20260902,2026-09-02 15:00:00,21.54,19.18,23.55,19.18,21.54,18.8,14.574468085106385,6619465.0,139183198.25,stk_mins
301357.SZ,20260902,2026-09-02 15:00:00,106.3,92.36,111.78,92.36,106.3,93.33,13.896924890174645,10578102.0,1110116156.91,stk_mins
688156.SH,20260902,2026-09-02 15:00:00,22.21,19.74,23.69,19.49,22.21,19.74,12.512664640324234,10615972.0,236570032.0,stk_mins
920158.BJ,20260902,2026-09-02 15:00:00,9.25,8.64,9.61,8.64,9.25,8.25,12.12121212121211,11031221.0,101162000.49999999,stk_mins
301189.SZ,20260902,2026-09-02 15:00:00,60.24,53.03,61.77,52.9,60.24,54.0,11.555555555555564,11326429.0,662779591.46,stk_mins
920509.BJ,20260902,2026-09-02 15:00:00,22.27,19.98,23.52,19.8,22.27,20.13,10.630899155489315,9308124.0,203990265.94,stk_mins
920188.BJ,20260902,2026-09-02 15:00:00,24.51,25.0,27.67,24.28,24.51,22.17,10.554803788903921,4379075.0,112726768.65,stk_mins
300950.SZ,20260902,2026-09-02 15:00:00,19.28,17.33,19.96,17.12,19.28,17.48,10.297482837528605,10104575.0,190593479.0,stk_mins
002514.SZ,20260902,2026-09-02 15:00:00,2.27,2.07,2.27,2.07,2.27,2.06,10.194174757281548,68861404.0,151134507.97,stk_mins
600657.SH,20260902,2026-09-02 15:00:00,3.05,2.83,3.05,2.69,3.05,2.77,10.10830324909746,124377828.0,363209889.0,stk_mins
600892.SH,20260902,2026-09-02 15:00:00,5.35,5.35,5.35,5.35,5.35,4.86,10.082304526748963,11215800.0,60004530.0,stk_mins
600828.SH,20260902,2026-09-02 15:00:00,4.81,4.81,4.81,4.57,4.81,4.37,10.068649885583515,45992056.0,218277727.0,stk_mins
002059.SZ,20260902,2026-09-02 15:00:00,5.25,4.76,5.25,4.73,5.25,4.77,10.062893081761025,71025589.0,368884408.25,stk_mins
002999.SZ,20260902,2026-09-02 15:00:00,7.33,6.64,7.33,6.53,7.33,6.66,10.06006006006006,53231309.0,387163818.9,stk_mins
002893.SZ,20260902,2026-09-02 15:00:00,11.17,10.26,11.17,10.26,11.17,10.15,10.049261083743843,44794542.0,491117765.98999995,stk_mins
002274.SZ,20260902,2026-09-02 15:00:00,7.12,7.12,7.12,6.71,7.12,6.47,10.046367851622872,92888099.0,657312771.62,stk_mins
002639.SZ,20260902,2026-09-02 15:00:00,13.27,12.11,13.27,11.89,13.27,12.06,10.033167495854055,66969593.0,858562014.5,stk_mins
603778.SH,20260902,2026-09-02 15:00:00,10.75,9.7,10.75,9.58,10.75,9.77,10.030706243602872,80708678.0,837168595.0,stk_mins
603978.SH,20260902,2026-09-02 15:00:00,22.61,20.28,22.61,20.28,22.61,20.55,10.024330900243307,18727343.0,415413224.0,stk_mins
