ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
600143.SH,20260212,1.5023,1.8633,0.81,5008804.2792,
600569.SH,20260212,1.0948,3.4059,1.09,695125.9754,
688805.SH,20260212,3.1878,3.1878,0.81,740307.2,
002585.SZ,20260212,2.5267,3.294,0.74,843437.4103,
600809.SH,20260212,0.4801,1.433,0.79,20289224.9761,
301228.SZ,20260212,2.7418,6.0303,0.72,508200.0,
002700.SZ,20260212,1.882,1.9065,0.85,304430.3442,
688783.SH,20260212,2.8251,2.8251,0.89,10078348.8,
688192.SH,20260212,0.3273,0.8585,0.8,2510878.5802,
300945.SZ,20260212,4.1677,7.1563,0.47,485094.5853,
002110.SZ,20260212,1.0198,2.4369,0.9,1056648.1587,
002831.SZ,20260212,2.1202,3.0383,1.26,2906981.633,
920007.BJ,20260212,6.3095,6.3095,0.84,320802.289,
300739.SZ,20260212,8.3858,14.7081,1.35,812264.9665,
600894.SH,20260212,0.4045,0.9559,0.7,819314.5842,
002623.SZ,20260212,11.5865,22.0067,0.82,634611.25,
688036.SH,20260212,0.715,1.7532,0.79,6865664.6264,
920346.BJ,20260212,0.8728,1.385,0.97,194615.9375,
300939.SZ,20260212,1.8526,3.374,1.24,433200.0,
603236.SH,20260212,2.5129,3.2971,1.04,2478735.2844,
920033.BJ,20260212,0.8481,1.8394,0.62,203363.8718,
000576.SZ,20260212,1.9996,3.1311,1.18,469149.5801,
301076.SZ,20260212,2.6145,2.9042,0.69,755486.784,
920957.BJ,20260212,1.9129,3.8693,0.83,137131.1049,
000786.SZ,20260212,1.0838,1.953,0.86,4791794.4582,
301665.SZ,20260212,5.0737,5.0737,0.75,1344150.0,
301468.SZ,20260212,16.8916,20.0844,1.57,964664.2841,
600467.SH,20260212,5.0468,8.0054,1.33,384241.502,
603336.SH,20260212,2.7601,4.8943,0.92,575239.403,
301595.SZ,20260212,18.1317,18.1317,2.24,613839.32,
300962.SZ,20260212,1.4675,3.2045,1.15,462795.3254,
001979.SZ,20260212,0.4712,1.2154,0.58,9367657.4257,
688472.SH,20260212,2.7919,2.7919,0.6,5479282.7284,
603626.SH,20260212,7.0047,9.9478,0.96,1514821.5537,
603931.SH,20260212,0.9088,2.5798,0.78,648963.8518,
688567.SH,20260212,0.7916,1.3559,0.89,1825823.2042,
688530.SH,20260212,28.8567,28.8567,1.1,528948.1433,
301363.SZ,20260212,2.8279,6.7564,1.18,1861915.3721,
920533.BJ,20260212,6.5165,9.2778,1.44,389656.8374,
600301.SH,20260212,4.2861,5.898,1.14,3383603.4452,
600170.SH,20260212,1.8537,3.3643,0.72,2585808.4655,
603589.SH,20260212,0.5242,0.8587,0.56,1708229.212,
002442.SZ,20260212,1.7084,2.7453,0.88,328144.7918,
688169.SH,20260212,1.3613,1.7228,1.05,3852911.6922,
600149.SH,20260212,8.674,13.407,0.78,229236.48,
300478.SZ,20260212,1.8194,2.5262,1.1,311868.926,
002209.SZ,20260212,1.9667,2.4151,0.67,326009.5839,
601019.SH,20260212,0.5361,2.6176,0.95,1934556.3,
300237.SZ,20260212,2.1689,2.9737,0.57,360478.7325,
002212.SZ,20260212,2.267,2.267,0.85,1042637.229,
002347.SZ,20260212,5.6113,8.0151,1.07,487542.3986,
688322.SH,20260212,1.6603,2.612,0.86,3792417.645,
688225.SH,20260212,1.2805,2.4496,1.0,854021.35,
300692.SZ,20260212,1.9823,2.472,0.96,398672.0276,
300768.SZ,20260212,1.6762,3.3562,1.2,1246453.0195,
600865.SH,20260212,3.8589,10.155,0.44,478577.682,
601898.SH,20260212,0.6077,3.6168,0.87,19583045.8418,
301075.SZ,20260212,0.6706,1.9563,0.86,495120.0,
603170.SH,20260212,0.6157,1.8336,0.46,568814.22,
688010.SH,20260212,1.3573,2.759,0.52,504645.0397,
688119.SH,20260212,1.4969,3.525,0.62,685125.0,
301505.SZ,20260212,2.9942,2.9942,0.72,282796.7778,
301323.SZ,20260212,2.5155,5.1573,0.82,620861.4972,
600502.SH,20260212,0.9341,1.4183,0.92,811920.5527,
301580.SZ,20260212,14.2362,16.7085,3.85,678816.1007,
601010.SH,20260212,1.1834,1.678,0.98,486024.0,
301126.SZ,20260212,3.7261,4.8297,0.98,257370.2096,
688581.SH,20260212,0.6645,0.935,0.69,494601.3157,
600449.SH,20260212,1.5684,3.0773,0.96,651282.5792,
920526.BJ,20260212,1.5285,3.1467,1.36,194179.6,
301365.SZ,20260212,3.1062,6.7942,0.76,453060.0,
600608.SH,20260212,0.6046,0.7458,0.88,115101.5044,
688102.SH,20260212,1.8025,3.9676,0.8,2972330.0464,
300081.SZ,20260212,4.1365,4.6222,0.73,342314.206,
603051.SH,20260212,6.8437,10.7789,0.54,420892.0612,
000966.SZ,20260212,2.7715,6.6245,3.03,1604757.1424,
600101.SH,20260212,2.9592,4.3152,1.13,554436.8207,
605296.SH,20260212,0.2423,1.9677,0.79,1453072.6734,
002144.SZ,20260212,3.9039,4.2313,0.68,270269.9053,
300485.SZ,20260212,2.164,2.8087,0.66,544764.6984,
688181.SH,20260212,1.8429,2.3171,0.79,470147.4848,
301609.SZ,20260212,9.4796,9.4796,1.44,789316.48,
301345.SZ,20260212,5.9772,5.9772,1.77,2298645.3676,
600461.SH,20260212,0.6406,1.1683,1.14,1231505.0113,
603117.SH,20260212,2.9764,4.2276,0.9,319971.5942,
600405.SH,20260212,1.5857,1.7655,1.2,331540.8071,
920906.BJ,20260212,4.8475,7.2314,2.47,179642.05,
601956.SH,20260212,1.1229,2.1253,0.84,459374.66,
300389.SZ,20260212,1.7176,3.3014,0.72,671024.3763,
301123.SZ,20260212,7.5634,11.417,3.15,1448198.08,
000663.SZ,20260212,3.6219,5.1538,0.83,269347.1432,
605588.SH,20260212,1.3434,3.9255,0.83,428295.1864,
688248.SH,20260212,0.5822,1.9939,1.11,2903687.4,
601113.SH,20260212,1.733,2.3103,1.18,505701.7195,
688429.SH,20260212,5.5363,7.5916,0.6,671201.3424,
000793.SZ,20260212,0.5673,0.733,0.66,529270.0461,
300444.SZ,20260212,23.35,25.5735,1.42,1197139.0099,
000709.SZ,20260212,1.0372,2.9449,0.89,2573943.1519,
002391.SZ,20260212,2.055,2.3059,1.11,409892.8991,
003028.SZ,20260212,2.8126,5.2088,1.71,450774.765,
001376.SZ,20260212,8.0482,8.0482,0.86,940236.0,
600356.SH,20260212,2.5366,3.6203,1.15,293055.4818,
002456.SZ,20260212,1.1415,1.2513,0.8,3303549.1674,
000802.SZ,20260212,6.9978,9.025,0.82,343632.1224,
301225.SZ,20260212,4.7202,4.7202,1.29,1404417.3,
301170.SZ,20260212,3.5845,3.5845,1.09,305500.0,
002207.SZ,20260212,13.6032,19.4729,0.68,269917.0393,
600784.SH,20260212,0.9788,1.5308,0.92,480388.7689,
601996.SH,20260212,1.8841,3.1904,0.88,276865.8608,
001212.SZ,20260212,3.4158,4.6764,1.14,1058454.3396,
688296.SH,20260212,1.998,3.4298,1.33,181269.7488,
002673.SZ,20260212,0.4893,0.9241,0.98,3526499.9652,
603926.SH,20260212,2.4326,4.8088,0.64,550645.1694,
002448.SZ,20260212,9.7705,9.7705,1.91,949104.759,
300347.SZ,20260212,1.8131,2.0155,0.89,5512288.7721,
600370.SH,20260212,3.3317,17.8031,1.75,1036517.0707,
603690.SH,20260212,2.4862,3.4278,1.07,1069236.186,
