ts_code,trade_date,pct_chg
000632.SZ,20260723,10.0
000820.SZ,20260723,8.8889
001202.SZ,20260723,8.8068
001301.SZ,20260723,8.0235
002072.SZ,20260723,8.9783
002207.SZ,20260723,10.041
002492.SZ,20260723,8.0338
002514.SZ,20260723,10.3448
002545.SZ,20260723,8.1081
002547.SZ,20260723,10.0529
002667.SZ,20260723,10.0613
002789.SZ,20260723,9.0347
002856.SZ,20260723,10.0412
002977.SZ,20260723,10.0
003013.SZ,20260723,8.8809
300001.SZ,20260723,9.8841
300049.SZ,20260723,9.952
300097.SZ,20260723,9.2414
300191.SZ,20260723,11.3141
300201.SZ,20260723,8.1505
300246.SZ,20260723,9.589
300265.SZ,20260723,13.098
300390.SZ,20260723,8.053
300407.SZ,20260723,14.9563
300423.SZ,20260723,8.1673
300427.SZ,20260723,9.7426
300438.SZ,20260723,9.7911
300464.SZ,20260723,9.1241
300472.SZ,20260723,17.87
300490.SZ,20260723,8.9216
300515.SZ,20260723,8.2844
300557.SZ,20260723,10.7637
300651.SZ,20260723,9.2569
300763.SZ,20260723,8.2318
300774.SZ,20260723,8.3799
300850.SZ,20260723,8.8519
300862.SZ,20260723,11.0559
300875.SZ,20260723,11.0192
300894.SZ,20260723,8.5227
300929.SZ,20260723,17.608
300933.SZ,20260723,8.0439
300965.SZ,20260723,8.9773
300996.SZ,20260723,8.9767
301003.SZ,20260723,8.2971
301115.SZ,20260723,8.2619
301152.SZ,20260723,8.0504
301291.SZ,20260723,11.0572
301358.SZ,20260723,8.9634
301439.SZ,20260723,11.347
301446.SZ,20260723,12.5436
301669.SZ,20260723,10.8612
600089.SH,20260723,8.8473
600243.SH,20260723,9.9291
600289.SH,20260723,10.1266
600727.SH,20260723,8.5546
600815.SH,20260723,9.5436
600929.SH,20260723,8.1633
601616.SH,20260723,8.0745
603021.SH,20260723,8.1123
603272.SH,20260723,10.0071
603378.SH,20260723,10.0737
603843.SH,20260723,10.0
688057.SH,20260723,12.4268
688189.SH,20260723,9.0909
688260.SH,20260723,9.3737
688275.SH,20260723,10.9722
688309.SH,20260723,9.3386
688353.SH,20260723,11.085
688485.SH,20260723,12.733
688511.SH,20260723,9.0526
688565.SH,20260723,8.6758
688676.SH,20260723,10.9074
688768.SH,20260723,8.1233
920000.BJ,20260723,13.8913
920006.BJ,20260723,10.1275
920018.BJ,20260723,25.0192
920193.BJ,20260723,15.1864
920200.BJ,20260723,9.3737
920225.BJ,20260723,9.1473
920305.BJ,20260723,25.3846
920634.BJ,20260723,10.2792
920639.BJ,20260723,8.3333
920682.BJ,20260723,8.4715
920725.BJ,20260723,8.2368
920857.BJ,20260723,8.1673
920914.BJ,20260723,9.058
