ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
920305.BJ,20260723,2026-07-23 15:00:00,1.63,0.92,1.69,0.92,1.63,1.3,25.384615384615362,22424588.0,31661739.19,stk_mins
920018.BJ,20260723,2026-07-23 15:00:00,16.24,13.1,16.48,12.82,16.24,12.99,25.019245573518067,7961759.0,118924534.34000002,stk_mins
300472.SZ,20260723,2026-07-23 15:00:00,6.53,5.42,6.63,5.42,6.53,5.54,17.87003610108304,8565340.0,53284802.8,stk_mins
300929.SZ,20260723,2026-07-23 15:00:00,14.16,11.89,14.16,11.71,14.16,12.04,17.607973421926925,11026184.0,146440568.35000002,stk_mins
920193.BJ,20260723,2026-07-23 15:00:00,33.95,31.33,36.78,30.6,33.95,29.5,15.084745762711883,8149190.0,277012963.21,stk_mins
300407.SZ,20260723,2026-07-23 15:00:00,10.53,9.22,10.6,9.11,10.53,9.16,14.956331877729244,22790146.0,232075140.88,stk_mins
920000.BJ,20260723,2026-07-23 15:00:00,13.14,14.65,14.65,13.08,13.14,11.59,13.373597929249371,4643421.0,62596272.31999999,stk_mins
300265.SZ,20260723,2026-07-23 15:00:00,14.42,12.77,14.68,12.74,14.42,12.75,13.098039215686264,67453888.0,937404576.8000001,stk_mins
688485.SH,20260723,2026-07-23 15:00:00,50.2,44.78,53.0,42.12,50.2,44.53,12.73298899618236,5801473.0,285005701.0,stk_mins
301446.SZ,20260723,2026-07-23 15:00:00,32.3,28.98,32.99,28.91,32.3,28.7,12.543554006968627,2242953.0,69780192.53,stk_mins
688057.SH,20260723,2026-07-23 15:00:00,17.28,15.23,17.3,15.23,17.28,15.37,12.426805465191947,11342096.0,186330612.0,stk_mins
301439.SZ,20260723,2026-07-23 15:00:00,15.21,13.95,15.48,13.73,15.21,13.66,11.346998535871155,24374833.0,356313637.38,stk_mins
300191.SZ,20260723,2026-07-23 15:00:00,31.68,29.4,32.94,29.4,31.68,28.46,11.314125087842575,37425305.0,1167920194.55,stk_mins
688353.SH,20260723,2026-07-23 15:00:00,99.31,89.4,99.52,88.19,99.31,89.4,11.085011185682326,11592804.0,1108522186.0,stk_mins
301291.SZ,20260723,2026-07-23 15:00:00,41.18,36.86,42.0,36.53,41.18,37.08,11.057173678532916,14899913.0,582832615.8,stk_mins
300862.SZ,20260723,2026-07-23 15:00:00,17.88,16.1,18.17,16.01,17.88,16.1,11.055900621117987,9221560.0,155666653.0,stk_mins
300875.SZ,20260723,2026-07-23 15:00:00,33.55,29.88,35.88,29.76,33.55,30.22,11.019192587690263,12806976.0,411698619.6,stk_mins
688275.SH,20260723,2026-07-23 15:00:00,79.9,72.63,80.38,72.63,79.9,72.0,10.972222222222229,7566214.0,583341380.0,stk_mins
688676.SH,20260723,2026-07-23 15:00:00,70.16,63.99,70.5,63.33,70.16,63.26,10.90736642428074,21630329.0,1453522358.0,stk_mins
301669.SZ,20260723,2026-07-23 15:00:00,31.54,28.22,32.93,28.22,31.54,28.45,10.861159929701225,21210467.0,642797049.94,stk_mins
300557.SZ,20260723,2026-07-23 15:00:00,24.8,22.48,25.14,22.35,24.8,22.39,10.763733809736497,6587636.0,156405062.86,stk_mins
002514.SZ,20260723,2026-07-23 15:00:00,1.6,1.47,1.6,1.46,1.6,1.45,10.344827586206895,42028711.0,65099978.0,stk_mins
920006.BJ,20260723,2026-07-23 15:00:00,15.55,14.47,16.4,13.95,15.55,14.12,10.127478753541098,3113423.0,47406134.69999999,stk_mins
600289.SH,20260723,2026-07-23 15:00:00,4.35,3.95,4.35,3.86,4.35,3.95,10.126582278481,11673405.0,48661048.0,stk_mins
603378.SH,20260723,2026-07-23 15:00:00,4.48,4.16,4.48,4.1,4.48,4.07,10.073710073710075,8876948.0,38631075.0,stk_mins
