trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260708,000078.SZ,ST海王,,,,,,,limit_step,
20260708,000506.SZ,招金黄金,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,3/5
20260708,000519.SZ,中兵红箭,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,000524.SZ,岭南控股,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,000566.SZ,海南海药,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,
20260708,000593.SZ,德龙汇能,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,000759.SZ,中百集团,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,000938.SZ,紫光股份,,,,,,,limit_list_d,0/0
20260708,000948.SZ,南天信息,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,000977.SZ,浪潮信息,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,001207.SZ,联科科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,001208.SZ,华菱线缆,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,001229.SZ,魅视科技,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,4/8
20260708,001365.SZ,天海电子,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,3/6
20260708,002038.SZ,双鹭药业,,,,,,,limit_list_d,0/0
20260708,002057.SZ,中钢天源,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002104.SZ,恒宝股份,,,,,,,limit_list_d,0/0
20260708,002137.SZ,实益达,,,,,,,limit_list_d,1/2
20260708,002152.SZ,广电运通,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,002167.SZ,东方锆业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002192.SZ,融捷股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002240.SZ,盛新锂能,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002249.SZ,大洋电机,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002350.SZ,北京科锐,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,002396.SZ,星网锐捷,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,5/7
20260708,002427.SZ,尤夫股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002428.SZ,云南锗业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002466.SZ,天齐锂业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002467.SZ,二六三,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,002490.SZ,山东墨龙,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,002497.SZ,雅化集团,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002518.SZ,科士达,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002520.SZ,日发精机,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002534.SZ,西子洁能,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002546.SZ,新联电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,002642.SZ,荣联科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,002674.SZ,兴业科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,8/14
20260708,002677.SZ,浙江美大,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260708,002709.SZ,天赐材料,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002733.SZ,雄韬股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002747.SZ,埃斯顿,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002757.SZ,南兴股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,002808.SZ,恒久退,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,
20260708,002810.SZ,山东赫达,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002812.SZ,恩捷股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002841.SZ,视源股份,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260708,002885.SZ,京泉华,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,002910.SZ,庄园牧场,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/3
20260708,002931.SZ,锋龙股份,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,
20260708,002951.SZ,金时科技,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260708,003013.SZ,地铁设计,,,,,,,limit_list_d,0/0
20260708,300017.SZ,网宿科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,300369.SZ,绿盟科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,300454.SZ,深信服,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,300588.SZ,熙菱信息,,,,,,,limit_list_d,0/0
20260708,301202.SZ,朗威股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,301251.SZ,威尔高,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260708,301321.SZ,翰博高新,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,600094.SH,大名城,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260708,600110.SH,诺德股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,600129.SH,太极集团,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,600288.SH,大恒科技,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260708,600301.SH,华锡有色,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,
20260708,600350.SH,山东高速,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,600379.SH,宝光股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,600458.SH,时代新材,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,600488.SH,津药药业,,,,,,,limit_list_d,0/0
20260708,600562.SH,国睿科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,600602.SH,云赛智联,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,600749.SH,西藏旅游,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,600756.SH,浪潮软件,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,600936.SH,北投科技,,,,,,,limit_list_d,0/0
20260708,601001.SH,晋控煤业,,,,,,,limit_list_d,0/0
20260708,603026.SH,石大胜华,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,603032.SH,德新科技,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,
20260708,603065.SH,宿迁联盛,,,,,,,limit_list_d,1/2
20260708,603137.SH,恒尚节能,7.0,7→8,7→8,0.72,0.16,0.35,limit_list_d,7/7
20260708,603178.SH,圣龙股份,,,,,,,limit_list_d,2/4
20260708,603179.SH,新泉股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260708,603183.SH,建研院,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260708,603285.SH,键邦股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
