ts_code,trade_date,pct_chg
000078.SZ,20260708,10.0
000639.SZ,20260708,9.8361
000838.SZ,20260708,9.9415
002038.SZ,20260708,8.7479
002207.SZ,20260708,8.4532
002512.SZ,20260708,10.0324
002542.SZ,20260708,9.9174
002856.SZ,20260708,10.0061
002864.SZ,20260708,8.0308
003013.SZ,20260708,8.0565
300287.SZ,20260708,13.9053
300504.SZ,20260708,9.9548
300567.SZ,20260708,10.4461
300588.SZ,20260708,17.1911
300590.SZ,20260708,9.0842
300768.SZ,20260708,8.5695
300821.SZ,20260708,13.4764
301165.SZ,20260708,11.6284
301183.SZ,20260708,8.0162
301277.SZ,20260708,9.8485
301291.SZ,20260708,11.4253
301397.SZ,20260708,9.3482
301520.SZ,20260708,13.2485
600187.SH,20260708,10.0
600759.SH,20260708,10.0457
600882.SH,20260708,8.0735
601010.SH,20260708,10.0671
603065.SH,20260708,8.1975
603178.SH,20260708,9.1131
603789.SH,20260708,10.0156
688138.SH,20260708,10.147
688141.SH,20260708,8.6423
688262.SH,20260708,8.0894
688343.SH,20260708,8.2924
688347.SH,20260708,10.6173
688361.SH,20260708,14.4139
688368.SH,20260708,10.507
688448.SH,20260708,11.6919
688489.SH,20260708,9.1533
688508.SH,20260708,16.8016
688561.SH,20260708,11.3043
688635.SH,20260708,11.7657
688691.SH,20260708,15.8687
688692.SH,20260708,8.9561
920088.BJ,20260708,11.1324
920090.BJ,20260708,19.6078
920189.BJ,20260708,400.6143
920190.BJ,20260708,15.0129
920207.BJ,20260708,16.4825
920493.BJ,20260708,11.5581
920699.BJ,20260708,14.4165
