ts_code,trade_date,pct_chg
000020.SZ,20260909,8.7591
000488.SZ,20260909,8.2927
000628.SZ,20260909,8.0075
000909.SZ,20260909,10.1099
000988.SZ,20260909,8.2165
002913.SZ,20260909,9.9274
300010.SZ,20260909,9.4298
300499.SZ,20260909,8.4217
300810.SZ,20260909,11.5895
300913.SZ,20260909,14.7166
301055.SZ,20260909,11.0755
301132.SZ,20260909,10.0023
301322.SZ,20260909,11.3254
301628.SZ,20260909,9.2643
301699.SZ,20260909,101.4484
600108.SH,20260909,8.1439
600734.SH,20260909,9.0426
600737.SH,20260909,9.0308
688001.SH,20260909,8.5981
688028.SH,20260909,10.1515
688033.SH,20260909,12.1951
688066.SH,20260909,8.0144
688226.SH,20260909,8.2595
688300.SH,20260909,8.4084
688350.SH,20260909,9.7163
688543.SH,20260909,8.4128
688559.SH,20260909,12.5024
688708.SH,20260909,8.1121
920019.BJ,20260909,12.7871
920128.BJ,20260909,11.293
920268.BJ,20260909,57.193
