ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
301699.SZ,20260909,2026-09-09 15:00:00,31.99,30.0,36.66,30.0,31.99,15.88,101.44836272040298,56082986.0,1840767561.1,stk_mins
920268.BJ,20260909,2026-09-09 15:00:00,26.88,32.86,33.0,26.67,26.88,17.1,57.19298245614033,9401013.0,268015480.81,stk_mins
300913.SZ,20260909,2026-09-09 15:00:00,41.08,36.67,42.97,36.02,41.08,35.81,14.716559620217806,42177742.0,1733800804.2000003,stk_mins
920019.BJ,20260909,2026-09-09 15:00:00,18.14,16.4,19.37,16.12,18.14,16.11,12.600869025450034,11013769.0,197753459.39999998,stk_mins
688559.SH,20260909,2026-09-09 15:00:00,59.03,52.88,59.75,52.88,59.03,52.47,12.502382313703064,25451370.0,1467165719.0,stk_mins
688033.SH,20260909,2026-09-09 15:00:00,7.36,6.56,7.69,6.56,7.36,6.56,12.195121951219523,16947854.0,121563465.0,stk_mins
300810.SZ,20260909,2026-09-09 15:00:00,27.73,24.85,28.84,24.7,27.73,24.85,11.589537223340042,10155603.0,276238445.0,stk_mins
920128.BJ,20260909,2026-09-09 15:00:00,20.44,18.31,22.39,18.31,20.44,18.33,11.511183851609408,6385082.0,132284991.96,stk_mins
301322.SZ,20260909,2026-09-09 15:00:00,45.61,43.06,46.23,42.4,45.61,40.97,11.325360019526487,10066002.0,448004427.48,stk_mins
301055.SZ,20260909,2026-09-09 15:00:00,31.19,27.85,31.36,27.85,31.19,28.08,11.075498575498589,8573680.0,256672022.22000003,stk_mins
688028.SH,20260909,2026-09-09 15:00:00,124.35,116.0,125.58,114.95,124.35,112.89,10.151474887058187,14137122.0,1713241343.0,stk_mins
002377.SZ,20260909,2026-09-09 15:00:00,3.15,2.84,3.15,2.84,3.15,2.86,10.139860139860147,171862322.0,528317047.6,stk_mins
000909.SZ,20260909,2026-09-09 15:00:00,5.01,4.57,5.01,4.55,5.01,4.55,10.109890109890118,8736762.0,42572897.8,stk_mins
000523.SZ,20260909,2026-09-09 15:00:00,4.36,4.36,4.36,4.36,4.36,3.96,10.1010101010101,24852678.0,108357677.72,stk_mins
600540.SH,20260909,2026-09-09 15:00:00,7.21,6.42,7.21,6.42,7.21,6.55,10.076335877862608,186478710.0,1291393678.0,stk_mins
000972.SZ,20260909,2026-09-09 15:00:00,4.37,3.94,4.37,3.92,4.37,3.97,10.075566750629728,46686245.0,202316900.0,stk_mins
600792.SH,20260909,2026-09-09 15:00:00,4.92,4.56,4.92,4.48,4.92,4.47,10.067114093959727,115327579.0,539145018.0,stk_mins
600359.SH,20260909,2026-09-09 15:00:00,8.76,7.88,8.76,7.88,8.76,7.96,10.050251256281406,39045936.0,335687775.0,stk_mins
603900.SH,20260909,2026-09-09 15:00:00,7.45,6.7,7.45,6.57,7.45,6.77,10.044313146233396,38954826.0,274873570.0,stk_mins
601890.SH,20260909,2026-09-09 15:00:00,10.08,9.11,10.08,9.1,10.08,9.16,10.043668122270732,134875773.0,1335611098.0,stk_mins
600192.SH,20260909,2026-09-09 15:00:00,7.89,7.17,7.89,7.11,7.89,7.17,10.041841004184104,30868609.0,237057144.0,stk_mins
600121.SH,20260909,2026-09-09 15:00:00,5.7,5.2,5.7,5.08,5.7,5.18,10.038610038610042,214930737.0,1165089417.0,stk_mins
002040.SZ,20260909,2026-09-09 15:00:00,9.98,9.0,9.98,8.93,9.98,9.07,10.033076074972435,35368355.0,344393195.64,stk_mins
603042.SH,20260909,2026-09-09 15:00:00,18.67,18.67,18.67,18.67,18.67,16.97,10.017678255745444,4568980.0,85302857.0,stk_mins
600869.SH,20260909,2026-09-09 15:00:00,24.93,22.33,24.93,22.08,24.93,22.66,10.017652250661957,312663097.0,7371146987.0,stk_mins
002155.SZ,20260909,2026-09-09 15:00:00,28.45,25.8,28.45,25.6,28.45,25.86,10.015467904098996,148035825.0,4053062646.7,stk_mins
002790.SZ,20260909,2026-09-09 15:00:00,7.69,7.69,7.69,7.69,7.69,6.99,10.014306151645203,22216358.0,170843789.39,stk_mins
000019.SZ,20260909,2026-09-09 15:00:00,8.46,7.5,8.46,7.48,8.46,7.69,10.013003901170347,70782949.0,581275007.8100001,stk_mins
601872.SH,20260909,2026-09-09 15:00:00,20.99,19.08,20.99,19.0,20.99,19.08,10.0104821802935,190347993.0,3892801794.0,stk_mins
002077.SZ,20260909,2026-09-09 15:00:00,13.74,12.52,13.74,12.52,13.74,12.49,10.008006405124092,83102289.0,1129163503.85,stk_mins
603308.SH,20260909,2026-09-09 15:00:00,46.3,42.47,46.3,42.08,46.3,42.09,10.002375861249678,31570807.0,1429703265.0,stk_mins
301132.SZ,20260909,2026-09-09 15:00:00,46.85,43.0,47.75,42.3,46.85,42.59,10.00234796900681,11680520.0,536567398.43,stk_mins
603650.SH,20260909,2026-09-09 15:00:00,65.22,59.6,65.22,59.6,65.22,59.29,10.001686625063243,33495164.0,2156858334.0,stk_mins
603186.SH,20260909,2026-09-09 15:00:00,212.06,196.64,212.06,193.5,212.06,192.78,10.001037452017837,22599874.0,4658624548.0,stk_mins
000759.SZ,20260909,2026-09-09 15:00:00,8.47,8.35,8.47,7.84,8.47,7.7,10.000000000000009,186056007.0,1541911512.4799998,stk_mins
002068.SZ,20260909,2026-09-09 15:00:00,10.01,9.65,10.01,9.1,10.01,9.1,10.000000000000009,124482470.0,1192876351.1,stk_mins
600403.SH,20260909,2026-09-09 15:00:00,7.48,6.78,7.48,6.7,7.48,6.8,10.000000000000009,149508942.0,1083284260.0,stk_mins
601579.SH,20260909,2026-09-09 15:00:00,25.3,23.47,25.3,23.01,25.3,23.0,10.000000000000009,33217116.0,819278151.0,stk_mins
002162.SZ,20260909,2026-09-09 15:00:00,4.51,4.51,4.51,4.27,4.51,4.1,10.000000000000009,110202267.0,491451010.7,stk_mins
605198.SH,20260909,2026-09-09 15:00:00,77.0,71.09,77.0,71.09,77.0,70.0,10.000000000000009,3951800.0,302336882.0,stk_mins
603328.SH,20260909,2026-09-09 15:00:00,12.1,11.03,12.1,11.03,12.1,11.0,9.999999999999986,43023454.0,502327011.0,stk_mins
