ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
301468.SZ,20260130,13.4925,16.0428,0.95,871762.9759,
600467.SH,20260130,11.0534,17.5334,3.06,401773.4336,
603336.SH,20260130,2.7972,4.9601,0.95,566108.6189,
301595.SZ,20260130,10.4506,10.4506,0.49,607017.68,
300962.SZ,20260130,2.5341,5.5334,1.4,458835.297,
001979.SZ,20260130,0.9793,2.526,0.93,9529946.0047,
688472.SH,20260130,6.591,6.591,0.74,5566718.0911,
603626.SH,20260130,4.604,6.5384,0.47,1125850.891,
688347.SH,20260130,4.5899,5.4547,0.82,26950396.1334,
688283.SH,20260130,1.7359,3.4575,0.6,655893.0,
002635.SZ,20260130,3.949,5.0757,0.73,918283.9922,
002463.SZ,20260130,2.3861,3.4903,0.63,13422435.6706,
603959.SH,20260130,2.1323,2.7939,0.71,283883.1164,
688361.SH,20260130,2.5748,3.1475,0.86,6479770.7007,
300624.SZ,20260130,9.9403,12.4364,1.1,1804794.5845,
000839.SZ,20260130,2.1815,3.4323,0.85,1128909.9894,
300274.SZ,20260130,5.0212,5.5747,1.11,31305492.5024,
301356.SZ,20260130,4.1201,4.1734,0.62,493128.0,
600152.SH,20260130,3.4124,5.2387,0.63,400513.0869,
300049.SZ,20260130,2.4084,2.5922,0.87,1788322.3491,
600540.SH,20260130,8.2737,16.1525,2.23,296502.2496,
300741.SZ,20260130,1.0845,5.7394,1.39,1188648.4,
002686.SZ,20260130,2.2048,3.8618,0.92,385042.6104,
300810.SZ,20260130,3.1042,5.5972,0.77,464998.95,
920876.BJ,20260130,6.3158,10.2512,0.93,183877.588,
600927.SH,20260130,0.5947,3.8795,0.94,2308511.1118,
688157.SH,20260130,1.3455,2.8522,0.77,567844.8204,
002587.SZ,20260130,2.8117,3.1071,0.68,443050.0261,
920199.BJ,20260130,5.089,10.745,0.72,285993.0502,
603327.SH,20260130,2.204,7.4852,0.93,1069504.9253,
601311.SH,20260130,1.8171,3.01,0.78,1113315.666,
002512.SZ,20260130,6.7133,9.2988,0.91,648585.5365,
600966.SH,20260130,2.0147,3.9378,1.04,997285.8388,
600358.SH,20260130,1.5857,2.2428,0.83,319624.9058,
601238.SH,20260130,0.3777,1.5661,0.72,8076076.1928,
301613.SZ,20260130,4.9054,6.6036,0.89,752289.7218,
600929.SH,20260130,1.6986,4.6009,0.68,1015230.1055,
300008.SZ,20260130,8.0459,9.2602,0.99,1401431.6269,
600028.SH,20260130,0.3244,2.1913,0.82,78722509.7585,
002348.SZ,20260130,2.3218,3.2928,0.58,572108.8,
300331.SZ,20260130,11.0007,12.0745,0.83,1261958.71,
603389.SH,20260130,0.5081,1.2852,0.84,1290900.576,
002825.SZ,20260130,2.5227,3.9021,1.0,370224.0777,
605018.SH,20260130,0.7469,3.4017,0.89,533054.6093,
002132.SZ,20260130,6.1586,8.0357,1.3,553610.1557,
688020.SH,20260130,2.6017,5.4695,0.75,730154.272,
300659.SZ,20260130,4.7869,5.4546,1.05,385380.7194,
600118.SH,20260130,5.2033,10.7202,0.61,10791395.846,
300036.SZ,20260130,5.2948,5.3426,0.74,950054.0376,
000837.SZ,20260130,1.9119,3.4967,0.88,1255399.942,
688699.SH,20260130,7.9329,16.4343,0.83,750530.7802,
300413.SZ,20260130,2.339,4.0058,0.81,4764725.9158,
920855.BJ,20260130,5.4506,17.9595,5.11,150737.1327,
002324.SZ,20260130,5.2139,6.5862,0.7,2007766.9276,
300004.SZ,20260130,6.7374,9.0696,0.55,697910.6915,
300756.SZ,20260130,2.9859,3.0066,0.93,773807.0442,
300915.SZ,20260130,4.7293,7.8008,2.25,323658.5973,
001318.SZ,20260130,1.7326,5.7254,0.7,425120.64,
300373.SZ,20260130,4.5045,8.6515,0.87,4716258.7912,
002303.SZ,20260130,2.9911,3.1686,1.2,638561.9766,
603119.SH,20260130,6.683,6.683,0.81,3843663.2991,
605117.SH,20260130,0.9456,2.382,0.58,7631859.8096,
688162.SH,20260130,1.8897,4.5286,1.24,461481.2087,
301276.SZ,20260130,6.6613,6.6809,1.47,364435.2,
920204.BJ,20260130,1.8716,2.6479,0.77,171132.3516,
600595.SH,20260130,3.0914,5.1939,1.28,3891675.8657,
603398.SH,20260130,3.1345,5.0676,0.82,437544.2977,
002588.SZ,20260130,2.3991,3.7727,1.23,1315460.6412,
002004.SZ,20260130,2.5433,3.3539,0.5,1108754.747,
301355.SZ,20260130,5.8976,5.8976,0.78,255188.0898,
300244.SZ,20260130,9.6966,10.8124,0.66,1493075.8726,
920786.BJ,20260130,15.43,21.1409,2.23,223477.657,
300896.SZ,20260130,1.8026,2.8376,1.03,4228118.8684,
300687.SZ,20260130,4.284,4.8178,0.87,939755.1146,
603203.SH,20260130,1.8494,5.1802,1.0,956302.4149,
600850.SH,20260130,1.9971,3.4539,0.67,1892312.8975,
603703.SH,20260130,4.4499,6.2609,0.63,599649.1634,
605151.SH,20260130,4.0955,12.5508,2.62,308129.1684,
300281.SZ,20260130,2.2256,4.3131,0.61,334719.9404,
300677.SZ,20260130,2.5146,2.8719,0.75,2742515.4282,
300058.SZ,20260130,25.9404,25.9404,0.98,8375986.1226,
002032.SZ,20260130,0.3247,1.9379,1.01,3459469.9674,
002614.SZ,20260130,12.8968,14.9281,2.01,434567.3889,
002816.SZ,20260130,3.7298,4.4402,1.11,249600.0,
000713.SZ,20260130,13.6068,19.2297,4.67,589085.9718,
600420.SH,20260130,0.6616,1.508,0.66,1425666.5716,
301286.SZ,20260130,3.3781,12.4471,0.92,2281370.2,
600423.SH,20260130,5.6536,7.861,0.89,317880.6203,
600491.SH,20260130,4.1779,6.1538,2.22,486463.0297,
300746.SZ,20260130,1.6761,3.512,1.02,304972.4811,
688282.SH,20260130,1.709,5.0167,0.88,614680.0,
601133.SH,20260130,31.988,31.988,1.81,979474.1765,
301033.SZ,20260130,1.6725,2.9041,0.74,456071.5152,
002278.SZ,20260130,11.7564,16.047,0.87,507049.2882,
301128.SZ,20260130,4.9156,9.2254,0.67,1098235.9636,
300869.SZ,20260130,1.8397,2.5445,0.69,619982.333,
601633.SH,20260130,0.2858,1.6215,0.92,17706237.348,
603922.SH,20260130,2.3891,4.343,1.2,325785.6,
600789.SH,20260130,6.6157,8.6835,0.51,970981.3038,
600916.SH,20260130,28.3722,59.2387,3.82,2466240.0,
003016.SZ,20260130,2.2315,7.2337,1.37,374264.2347,
605189.SH,20260130,1.8266,5.6284,1.02,298879.5086,
002893.SZ,20260130,3.4566,4.5217,0.85,304504.2,
300648.SZ,20260130,4.5593,4.92,1.04,958721.9814,
002382.SZ,20260130,1.4873,2.0841,0.8,596225.7292,
002243.SZ,20260130,1.8549,3.7383,0.91,1315926.7861,
688147.SH,20260130,1.4093,4.548,0.84,3266838.1928,
002898.SZ,20260130,4.3526,6.9308,1.39,200112.0,
002760.SZ,20260130,5.1598,6.7257,0.82,256149.2106,
002963.SZ,20260130,4.4766,7.4104,0.94,222382.3365,
688728.SH,20260130,1.0228,3.6497,0.94,4189545.1205,
301668.SZ,20260130,5.6084,5.6084,0.61,570900.0,
300059.SZ,20260130,2.0174,2.204,0.81,35875165.5223,
600616.SH,20260130,6.026,9.4921,2.3,377318.7918,
300831.SZ,20260130,5.2401,5.2401,0.84,426880.0,
688126.SH,20260130,2.2746,3.8796,0.86,7406557.4237,
301011.SZ,20260130,1.5689,3.013,0.75,403142.5626,
000661.SZ,20260130,1.5087,2.0735,0.75,3912120.9031,
301157.SZ,20260130,5.2034,5.2034,0.89,320280.0,
301279.SZ,20260130,1.7418,4.6017,0.62,412440.1952,
000889.SZ,20260130,1.6603,2.2434,0.6,337064.8018,
688679.SH,20260130,3.4044,6.9728,0.67,705724.9683,
603177.SH,20260130,3.2478,7.8151,1.47,236658.528,
002967.SZ,20260130,1.4496,2.758,0.56,1383781.3626,
688709.SH,20260130,4.9614,6.3921,0.68,3220535.4105,
688367.SH,20260130,6.7955,9.8723,1.47,352426.1412,
600017.SH,20260130,1.4923,2.6869,1.01,974982.2825,
688570.SH,20260130,0.6355,0.9572,1.04,821834.0,
300570.SZ,20260130,25.4523,31.5288,1.91,2841357.1062,
601038.SH,20260130,3.0843,12.3175,2.02,1686591.5578,
600313.SH,20260130,24.0889,40.0035,2.23,955581.4194,
301081.SZ,20260130,2.5079,5.686,0.93,269681.4882,
688608.SH,20260130,2.806,4.5666,0.95,3719696.8568,
601519.SH,20260130,1.605,3.207,0.75,2524244.04,
002094.SZ,20260130,16.9198,21.5321,2.05,604535.3554,
301535.SZ,20260130,13.0586,13.0586,0.84,1095132.3539,
002649.SZ,20260130,4.1238,4.2175,0.89,816555.6221,
000672.SZ,20260130,3.0213,7.2024,1.52,1398837.6344,
688083.SH,20260130,2.053,3.5539,1.17,1173612.7298,
000892.SZ,20260130,7.334,10.2319,1.02,749469.0814,
600839.SH,20260130,3.8726,5.044,0.75,4505454.3607,
603063.SH,20260130,2.9663,3.6624,0.7,1362686.8301,
688548.SH,20260130,3.3788,3.3788,0.71,2655949.2228,
000659.SZ,20260130,4.3521,5.1631,0.99,611994.3995,
