ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000031.SZ,20260130,大悦城,3.91,4.8257,5.45,1647685231.0,177346453.88,192579242.32,369925696.2,15232788.44,0.92,22.45,16759451380.91,连续三个交易日内，涨幅偏离值累计达到20%的证券
000060.SZ,20260130,中金岭南,7.7,-9.9415,7.97,2764382309.0,307357260.53,234905607.85,542262868.38,-72451652.68,-2.62,19.62,34196594801.6,日跌幅偏离值达到7%的前5只证券
000426.SZ,20260130,兴业银锡,61.52,-10.0059,4.33,4762367575.0,551630261.76,1244083565.84,1795713827.6,692453304.08,14.54,37.71,109210640145.28,日跌幅偏离值达到7%的前5只证券
000554.SZ,20260130,泰山石油,8.46,-5.2632,32.5,1043993470.0,99695666.06,81633297.03,181328963.09,-18062369.03,-1.73,17.37,3068046046.62,日换手率达到20%的前5只证券
000630.SZ,20260130,铜陵有色,8.27,-10.0109,8.79,8367812455.0,1099529825.52,940954919.69,2040484745.21,-158574905.83,-1.9,24.38,92152704691.5,日跌幅偏离值达到7%的前5只证券
000711.SZ,20260130,ST京蓝,2.12,1.9231,14.8,1197923805.0,164731159.54,71317711.76,236048871.3,-93413447.78,-7.8,19.7,4845755473.68,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000878.SZ,20260130,云南铜业,26.52,-10.0102,8.51,4649179660.0,703586962.09,441452141.46,1145039103.55,-262134820.63,-5.64,24.63,53135291054.04,日跌幅偏离值达到7%的前5只证券
000995.SZ,20260130,皇台酒业,15.93,10.0138,23.84,1037716146.0,89294591.0,117844921.98,207139512.98,28550330.98,2.75,19.96,2826109440.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
002009.SZ,20260130,天奇股份,28.38,10.0,26.8,2581394828.0,147961532.7,316038489.13,464000021.83,168076956.43,6.51,17.97,10049998508.22,日涨幅偏离值达到7%的前5只证券
002155.SZ,20260130,湖南黄金,37.0,9.9881,23.32,13414327743.0,1217360466.36,2166288612.39,3383649078.75,948928146.03,7.07,25.22,57812879509.0,日涨幅偏离值达到7%的前5只证券
002165.SZ,20260130,红宝丽,12.77,9.9914,36.28,3187536043.0,342948464.38,322998146.15,665946610.53,-19950318.23,-0.63,20.89,9291828663.92,日涨幅偏离值达到7%的前5只证券
002165.SZ,20260130,红宝丽,12.77,9.9914,36.28,6478275967.0,565632778.24,561001572.2,1126634350.44,-4631206.04,-0.07,17.39,9291828663.92,连续三个交易日内，涨幅偏离值累计达到20%的证券
002207.SZ,20260130,准油股份,11.12,-0.5367,39.19,1211207559.0,92561746.21,63671078.9,156232825.11,-28890667.31,-2.39,12.9,2900228328.0,日换手率达到20%的前5只证券
002490.SZ,20260130,山东墨龙,9.0,-7.9755,22.22,1155391080.0,102312526.0,89634469.0,191946995.0,-12678057.0,-1.1,16.61,4875498000.0,日振幅值达到15%的前5只证券
002491.SZ,20260130,通鼎互联,7.85,9.944,18.04,1535078257.0,216396824.86,385702833.39,602099658.25,169306008.53,11.03,39.22,9235280637.35,日涨幅偏离值达到7%的前5只证券
002491.SZ,20260130,通鼎互联,7.85,9.944,18.04,4566733373.0,351960277.96,719278977.45,1071239255.41,367318699.49,8.04,23.46,9235280637.35,连续三个交易日内，涨幅偏离值累计达到20%的证券
002716.SZ,20260130,湖南白银,19.04,-9.9764,5.51,2452768542.0,144843655.8,184171914.03,329015569.83,39328258.23,1.6,13.41,44265224539.2,日跌幅偏离值达到7%的前5只证券
002809.SZ,20260130,红墙股份,15.33,7.5035,42.75,858775951.0,79326384.48,54676628.45,134003012.93,-24649756.03,-2.87,15.6,2132686298.4,日振幅值达到15%的前5只证券
002842.SZ,20260130,翔鹭钨业,26.12,-6.1782,25.96,1809399360.0,198635561.04,134252471.95,332888032.99,-64383089.09,-3.56,18.4,7012235511.08,日振幅值达到15%的前5只证券
002995.SZ,20260130,天地在线,34.51,10.0096,50.9,1914924014.0,249648985.04,95457156.14,345106141.18,-154191828.9,-8.05,18.02,3879517848.08,日换手率达到20%的前5只证券
002995.SZ,20260130,天地在线,34.51,10.0096,50.9,2492914586.0,291960685.42,127669369.74,419630055.16,-164291315.68,-6.59,16.83,3879517848.08,连续三个交易日内，涨幅偏离值累计达到20%的证券
118021.SH,20260130,新致转债,208.82,-18.8708,,678414380.0,158094210.0,135127890.0,293222100.0,-22966320.0,-3.39,43.22,,"非上市首日,当日收盘价跌幅达15%的前五只可转债"
118050.SH,20260130,航宇转债,276.982,-19.9999,,1795540350.0,341618450.0,271630880.0,613249330.0,-69987570.0,-3.9,34.15,,"非上市首日,当日收盘价跌幅达15%的前五只可转债"
118064.SH,20260130,联瑞转债,226.512,20.0,,3139573170.0,650005240.0,672383670.0,1322388910.0,22378430.0,0.71,42.12,,"非上市首日,当日收盘价涨幅达15%的前五只可转债"
118064.SH,20260130,联瑞转债,226.512,20.0,,3204132870.0,650116620.0,672383670.0,1322500290.0,22267050.0,0.69,41.27,,连续3个交易日内日收盘价格涨幅偏离值达到30%的可转债
123265.SZ,20260130,耐普转02,157.3,57.3,,18607727.0,1361751.3,17304086.8,18665838.1,15942335.5,85.68,100.31,,上市首日可转债
300139.SZ,20260130,晓程科技,67.5,-20.0047,15.89,2577931870.0,164064726.24,176996730.95,341061457.19,12932004.71,0.5,13.23,15771997687.5,日跌幅达到15%的前5只证券
300164.SZ,20260130,通源石油,12.88,-2.719,55.34,4320167199.0,428421901.8,339664654.0,768086555.8,-88757247.8,-2.05,17.78,7511754820.64,日换手率达到30%的前5只证券
300189.SZ,20260130,神农种业,8.66,12.9074,53.2,4075719317.0,334755681.37,462332234.01,797087915.38,127576552.64,3.13,19.56,7674839040.84,日换手率达到30%的前5只证券
300189.SZ,20260130,神农种业,8.66,12.9074,53.2,8448901337.0,710226495.62,904940820.5,1615167316.12,194714324.88,2.3,19.12,7674839040.84,连续三个交易日内，涨幅偏离值累计达到30%的证券
300385.SZ,20260130,雪浪环境,11.67,15.4303,11.75,378903425.0,69260639.52,73094478.2,142355117.72,3833838.68,1.01,37.57,3392032927.11,日涨幅达到15%的前5只证券
300731.SZ,20260130,科创新源,69.92,19.9931,19.15,1513584667.0,196520406.0,307807790.0,504328196.0,111287384.0,7.35,33.32,8402928894.88,日涨幅达到15%的前5只证券
300765.SZ,20260130,新诺威,38.87,-15.7199,2.5,1451969863.0,386669803.05,284939514.7,671609317.75,-101730288.35,-7.01,46.26,54596527733.28,日跌幅达到15%的前5只证券
300781.SZ,20260130,因赛集团,54.67,0.9044,36.96,2495238760.0,330871470.72,186578709.0,517450179.72,-144292761.72,-5.78,20.74,6624202022.13,日换手率达到30%的前5只证券
300805.SZ,20260130,电声股份,15.67,19.9847,18.0,763414022.0,104546111.99,138209770.0,242755881.99,33663658.01,4.41,31.8,4518465685.84,日涨幅达到15%的前5只证券
300945.SZ,20260130,曼卡龙,19.55,-15.8053,21.13,993224183.0,72614680.77,77312876.06,149927556.83,4698195.29,0.47,15.1,4660732648.85,日跌幅达到15%的前5只证券
300975.SZ,20260130,商络电子,17.49,3.125,37.34,3134033462.0,319767111.48,342718900.4,662486011.88,22951788.92,0.73,21.14,8606361824.61,日换手率达到30%的前5只证券
301235.SZ,20260130,华康洁净,52.28,15.9202,25.98,951178377.0,88803001.58,144447675.14,233250676.72,55644673.56,5.85,24.52,3802993949.96,日涨幅达到15%的前5只证券
301428.SZ,20260130,世纪恒通,45.2,4.557,34.27,914709843.0,100572841.86,77736592.04,178309433.9,-22836249.82,-2.5,19.49,2766089348.4,日换手率达到30%的前5只证券
