trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260904,000017.SZ,深中华A,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,
20260904,000428.SZ,华天酒店,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,000560.SZ,我爱我家,,,,,,,limit_list_d,3/6
20260904,000592.SZ,平潭发展,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,000702.SZ,正虹科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,000735.SZ,罗 牛 山,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,000798.SZ,中水渔业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,000876.SZ,新 希 望,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,000892.SZ,欢瑞世纪,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,4/5
20260904,000977.SZ,浪潮信息,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260904,001222.SZ,源飞宠物,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,001258.SZ,立新能源,,,,,,,limit_list_d,0/0
20260904,001299.SZ,美能能源,,,,,,,limit_list_d,1/2
20260904,001316.SZ,润贝航科,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,001360.SZ,南矿集团,,,,,,,limit_list_d,0/0
20260904,001366.SZ,播恩集团,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/3
20260904,002104.SZ,恒宝股份,,,,,,,limit_list_d,2/4
20260904,002124.SZ,天邦食品,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,002285.SZ,世联行,,,,,,,limit_list_d,0/0
20260904,002354.SZ,天娱数科,,,,,,,limit_list_d,0/0
20260904,002403.SZ,爱仕达,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260904,002472.SZ,双环传动,,,,,,,limit_list_d,0/0
20260904,002537.SZ,海联金汇,,,,,,,limit_list_d,0/0
20260904,002548.SZ,金新农,,,,,,,limit_list_d,0/0
20260904,002564.SZ,天沃科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,002567.SZ,唐人神,,,,,,,limit_list_d,0/0
20260904,002579.SZ,中京电子,,,,,,,limit_list_d,0/0
20260904,002702.SZ,海欣食品,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,002721.SZ,金一文化,,,,,,,limit_list_d,0/0
20260904,002827.SZ,高争民爆,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,002862.SZ,实丰文化,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,002868.SZ,绿康生化,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,002909.SZ,集泰股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260904,002922.SZ,伊戈尔,,,,,,,limit_list_d,0/0
20260904,002940.SZ,昂利康,,,,,,,limit_list_d,0/0
20260904,002949.SZ,华阳国际,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,002952.SZ,亚世光电,,,,,,,limit_list_d,0/0
20260904,002970.SZ,锐明技术,,,,,,,limit_list_d,0/0
20260904,002980.SZ,华盛昌,,,,,,,limit_list_d,1/2
20260904,003002.SZ,壶化股份,,,,,,,limit_list_d,0/0
20260904,003005.SZ,竞业达,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260904,003032.SZ,传智教育,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,
20260904,003040.SZ,楚天龙,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,7/11
20260904,300468.SZ,四方精创,,,,,,,limit_list_d,0/0
20260904,301171.SZ,易点天下,,,,,,,limit_list_d,0/0
20260904,600059.SH,古越龙山,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260904,600095.SH,湘财股份,,,,,,,limit_list_d,0/0
20260904,600108.SH,亚盛集团,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260904,600121.SH,郑州煤电,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260904,600150.SH,中国船舶,,,,,,,limit_list_d,0/0
