ts_code,trade_date,pct_chg
000610.SZ,20260904,8.1967
002354.SZ,20260904,8.7516
002514.SZ,20260904,9.0517
002548.SZ,20260904,8.7886
002789.SZ,20260904,8.7511
002856.SZ,20260904,10.0
300010.SZ,20260904,10.4167
300225.SZ,20260904,10.4965
300300.SZ,20260904,16.0102
300468.SZ,20260904,14.5833
300828.SZ,20260904,8.3184
300864.SZ,20260904,12.9536
300961.SZ,20260904,8.6731
301171.SZ,20260904,11.1176
600150.SH,20260904,9.1783
600302.SH,20260904,10.0
600629.SH,20260904,9.3452
600857.SH,20260904,8.2292
603228.SH,20260904,8.9572
603257.SH,20260904,9.3211
603363.SH,20260904,8.9701
603613.SH,20260904,9.3601
603991.SH,20260904,8.3209
688061.SH,20260904,11.0151
688170.SH,20260904,17.5019
688435.SH,20260904,12.0068
688660.SH,20260904,12.5668
920071.BJ,20260904,15.7243
920289.BJ,20260904,111.7448
920436.BJ,20260904,11.1012
920706.BJ,20260904,9.6461
920748.BJ,20260904,14.4082
920786.BJ,20260904,8.1152
920970.BJ,20260904,17.7019
