ts_code,trade_date,pct_chg
000032.SZ,20260721,8.221
000338.SZ,20260721,9.3042
000676.SZ,20260721,9.1483
000725.SZ,20260721,8.981
000811.SZ,20260721,9.7015
000823.SZ,20260721,8.6478
000977.SZ,20260721,9.0663
001288.SZ,20260721,8.2717
002185.SZ,20260721,8.9021
002222.SZ,20260721,8.0326
002281.SZ,20260721,9.671
002290.SZ,20260721,9.2226
002297.SZ,20260721,8.2367
002353.SZ,20260721,9.7935
002428.SZ,20260721,9.5189
002645.SZ,20260721,9.3023
002709.SZ,20260721,8.0216
002796.SZ,20260721,8.1974
002824.SZ,20260721,8.2404
002837.SZ,20260721,8.168
002859.SZ,20260721,8.5799
002957.SZ,20260721,8.6359
300031.SZ,20260721,8.5319
300037.SZ,20260721,8.8261
300042.SZ,20260721,12.7972
300054.SZ,20260721,17.3649
300083.SZ,20260721,12.6223
300088.SZ,20260721,9.221
300097.SZ,20260721,13.7558
300112.SZ,20260721,13.0068
300136.SZ,20260721,8.4362
300139.SZ,20260721,9.2654
300151.SZ,20260721,14.0166
300179.SZ,20260721,12.458
300196.SZ,20260721,9.0909
300201.SZ,20260721,19.0926
300223.SZ,20260721,16.9509
300236.SZ,20260721,14.0366
300260.SZ,20260721,12.2593
300283.SZ,20260721,8.8993
300302.SZ,20260721,10.5167
300308.SZ,20260721,13.2022
300319.SZ,20260721,11.0724
300322.SZ,20260721,8.1509
300323.SZ,20260721,11.7267
300331.SZ,20260721,8.9744
300346.SZ,20260721,11.4342
300373.SZ,20260721,13.3602
300382.SZ,20260721,18.0599
300394.SZ,20260721,8.1765
300395.SZ,20260721,11.3323
300398.SZ,20260721,11.1392
300400.SZ,20260721,12.274
300408.SZ,20260721,18.1499
300420.SZ,20260721,9.8361
300433.SZ,20260721,11.8936
300438.SZ,20260721,8.4483
300468.SZ,20260721,8.0824
300475.SZ,20260721,15.1614
300480.SZ,20260721,10.0457
300489.SZ,20260721,9.8324
300491.SZ,20260721,8.9195
300502.SZ,20260721,8.1902
300503.SZ,20260721,13.3231
