ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
301717.SZ,20260811,2026-08-11 15:00:00,503.0,450.0,554.73,420.0,503.0,65.99,662.2367025306866,14939086.0,7040170308.7,stk_mins
688828.SH,20260811,2026-08-11 15:00:00,110.23,110.0,118.0,97.79,110.23,21.22,419.4627709707823,21805678.0,2323592145.0,stk_mins
920165.BJ,20260811,2026-08-11 15:00:00,45.81,60.95,60.95,44.45,45.81,19.26,137.8504672897196,7861633.0,414217243.75,stk_mins
301529.SZ,20260811,2026-08-11 15:00:00,96.16,80.12,96.16,77.8,96.16,80.13,20.0049918881817,6275352.0,557583950.5799999,stk_mins
301550.SZ,20260811,2026-08-11 15:00:00,87.42,72.06,87.42,72.06,87.42,72.85,20.000000000000018,14553569.0,1173063683.57,stk_mins
300426.SZ,20260811,2026-08-11 15:00:00,7.8,6.84,7.8,6.84,7.8,6.5,19.999999999999996,57022865.0,421059202.4,stk_mins
301520.SZ,20260811,2026-08-11 15:00:00,70.39,57.72,70.39,57.38,70.39,58.66,19.99659052165019,21199392.0,1404170946.52,stk_mins
300862.SZ,20260811,2026-08-11 15:00:00,27.37,27.37,27.37,27.37,27.37,22.81,19.99123191582641,624220.0,17084901.0,stk_mins
301209.SZ,20260811,2026-08-11 15:00:00,58.74,52.0,60.3,50.51,58.74,51.06,15.041128084606337,7016702.0,390886198.1,stk_mins
300158.SZ,20260811,2026-08-11 15:00:00,6.01,5.26,6.16,5.26,6.01,5.26,14.258555133079852,115048569.0,680233132.8000001,stk_mins
920510.BJ,20260811,2026-08-11 15:00:00,25.91,23.0,26.83,22.4,25.91,22.75,13.89010989010988,14693438.0,361292244.43000007,stk_mins
301566.SZ,20260811,2026-08-11 15:00:00,28.19,24.85,29.88,24.6,28.19,24.9,13.212851405622494,66579421.0,1857185542.8000002,stk_mins
300693.SZ,20260811,2026-08-11 15:00:00,43.87,42.5,44.14,41.73,43.87,38.85,12.921492921492916,41623201.0,1784989255.8,stk_mins
301596.SZ,20260811,2026-08-11 15:00:00,54.71,49.12,58.09,47.75,54.71,48.9,11.881390593047048,7809875.0,412033429.6,stk_mins
300461.SZ,20260811,2026-08-11 15:00:00,35.36,31.73,36.88,31.05,35.36,31.88,10.9159347553325,11717500.0,405703402.0,stk_mins
301008.SZ,20260811,2026-08-11 15:00:00,42.45,37.92,44.44,36.12,42.45,38.3,10.835509138381227,21336880.0,863528263.6000001,stk_mins
301119.SZ,20260811,2026-08-11 15:00:00,23.48,21.28,24.69,20.83,23.48,21.27,10.390220968500241,5330164.0,121968136.6,stk_mins
300161.SZ,20260811,2026-08-11 15:00:00,31.63,29.79,32.97,29.72,31.63,28.67,10.324380885943496,17437847.0,543101913.0,stk_mins
300886.SZ,20260811,2026-08-11 15:00:00,26.06,23.64,26.38,23.47,26.06,23.64,10.236886632825716,5625862.0,142564802.4,stk_mins
002721.SZ,20260811,2026-08-11 15:00:00,3.05,2.83,3.05,2.83,3.05,2.77,10.10830324909746,243697490.0,732228770.0,stk_mins
600611.SH,20260811,2026-08-11 15:00:00,5.02,4.54,5.02,4.5,5.02,4.56,10.087719298245613,199466409.0,982363326.0,stk_mins
002329.SZ,20260811,2026-08-11 15:00:00,3.82,3.7,3.82,3.64,3.82,3.47,10.086455331412104,51729579.0,196008511.2,stk_mins
002248.SZ,20260811,2026-08-11 15:00:00,11.06,10.94,11.06,10.81,11.06,10.05,10.049751243781092,21763721.0,239822219.2,stk_mins
002585.SZ,20260811,2026-08-11 15:00:00,10.52,9.41,10.52,9.41,10.52,9.56,10.041841004184082,60367741.0,622982115.1,stk_mins
002762.SZ,20260811,2026-08-11 15:00:00,10.31,9.03,10.31,8.98,10.31,9.37,10.03201707577377,23405794.0,224857170.88,stk_mins
002715.SZ,20260811,2026-08-11 15:00:00,15.03,13.79,15.03,13.66,15.03,13.66,10.029282576866748,8526126.0,123370965.0,stk_mins
002229.SZ,20260811,2026-08-11 15:00:00,11.74,10.68,11.74,10.5,11.74,10.67,10.028116213683225,73192736.0,840333593.35,stk_mins
000779.SZ,20260811,2026-08-11 15:00:00,12.73,12.0,12.73,10.41,12.73,11.57,10.025929127052713,134332590.0,1460861323.1,stk_mins
002235.SZ,20260811,2026-08-11 15:00:00,9.55,8.72,9.55,8.63,9.55,8.68,10.02304147465438,39258598.0,358513092.5,stk_mins
002963.SZ,20260811,2026-08-11 15:00:00,20.09,17.94,20.09,17.92,20.09,18.26,10.021905805038323,18295200.0,350741272.5,stk_mins
600272.SH,20260811,2026-08-11 15:00:00,15.7,14.9,15.7,14.8,15.7,14.27,10.021023125437978,48439490.0,752039624.0,stk_mins
600667.SH,20260811,2026-08-11 15:00:00,21.2,18.84,21.2,18.8,21.2,19.27,10.015568240788797,319863087.0,6466750488.0,stk_mins
001258.SZ,20260811,2026-08-11 15:00:00,15.93,14.0,15.93,13.1,15.93,14.48,10.013812154696122,243695148.0,3628988227.0,stk_mins
603106.SH,20260811,2026-08-11 15:00:00,9.34,8.75,9.34,8.4,9.34,8.49,10.011778563015316,59932809.0,536713838.0,stk_mins
600721.SH,20260811,2026-08-11 15:00:00,12.75,12.75,12.75,12.57,12.75,11.59,10.008628127696294,66830957.0,851697287.0,stk_mins
603179.SH,20260811,2026-08-11 15:00:00,41.66,37.97,41.66,37.3,41.66,37.87,10.007921837866384,30467700.0,1222329340.0,stk_mins
603137.SH,20260811,2026-08-11 15:00:00,30.34,27.25,30.34,26.84,30.34,27.58,10.00725163161713,34099714.0,985331313.0,stk_mins
