ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
600967.SH,20260203,1.1529,2.603,0.69,2867524.0139,
920403.BJ,20260203,10.3814,13.6959,0.7,254861.1702,
688765.SH,20260203,3.057,3.057,0.6,2632272.5,
600039.SH,20260203,0.2044,1.7622,0.57,8504287.6508,
000031.SZ,20260203,2.567,10.3798,0.88,1581649.6221,
000738.SZ,20260203,3.6516,7.2871,0.73,3401065.8266,
600888.SH,20260203,2.4172,4.3271,0.45,1245093.6182,
600340.SH,20260203,9.1837,15.1106,1.83,637936.4157,
688489.SH,20260203,0.5642,1.3439,0.8,489065.0746,
603209.SH,20260203,1.3445,2.2432,0.64,501150.0,
603159.SH,20260203,1.5879,3.5913,0.83,373100.0,
600812.SH,20260203,0.739,1.6423,0.48,957377.5465,
688561.SH,20260203,1.2634,3.3565,0.85,2439735.7446,
600955.SH,20260203,1.9253,4.1977,0.59,1075250.0,
002712.SZ,20260203,5.0524,8.1248,0.8,364665.0527,
603566.SH,20260203,1.9109,2.7931,1.03,484487.1822,
920208.BJ,20260203,2.1574,2.5083,1.92,342807.2673,
000061.SZ,20260203,0.9524,2.6432,0.67,1881743.2157,
605507.SH,20260203,0.7529,1.6437,0.86,1485352.863,
002082.SZ,20260203,1.5526,2.8355,0.68,962798.5726,
601108.SH,20260203,1.4157,2.0943,0.58,4123662.0031,
920519.BJ,20260203,1.1297,1.2979,0.49,116035.5352,
301229.SZ,20260203,2.0029,2.6171,0.59,368832.6365,
301378.SZ,20260203,31.3734,40.2631,1.64,449190.0,
920981.BJ,20260203,2.2346,3.3935,0.51,253032.612,
601100.SH,20260203,1.2205,3.4232,1.56,15376535.1363,
688075.SH,20260203,0.4461,1.7405,0.33,507060.392,
600478.SH,20260203,1.7686,2.483,0.54,1155885.3957,
688600.SH,20260203,1.5281,2.7642,0.78,361422.8787,
301336.SZ,20260203,6.2312,7.8549,0.73,234480.0,
301285.SZ,20260203,3.4441,3.445,0.97,1482857.25,
603266.SH,20260203,1.2456,2.7795,0.69,430390.927,
603076.SH,20260203,1.42,2.8757,0.73,294390.578,
300880.SZ,20260203,1.4692,3.2622,0.88,380712.8333,
000019.SZ,20260203,3.3466,5.1452,0.7,818300.0303,
605177.SH,20260203,1.9719,4.0232,0.84,245972.6941,
002315.SZ,20260203,3.4513,4.14,0.73,1635668.1406,
603097.SH,20260203,7.0334,23.4435,1.82,626095.7092,
600763.SH,20260203,3.8107,5.7643,1.16,2158617.2786,
603000.SH,20260203,7.013,16.1424,1.0,2785235.7701,
603801.SH,20260203,1.1702,2.1765,0.7,412633.8272,
