trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260817,000026.SZ,飞亚达,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000029.SZ,深深房Ａ,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000505.SZ,京粮控股,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000520.SZ,凤凰航运,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000533.SZ,顺钠股份,,,,,,,limit_list_d,0/0
20260817,000551.SZ,创元科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000564.SZ,供销大集,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000670.SZ,盈方微,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000678.SZ,襄阳轴承,,,,,,,limit_list_d,0/0
20260817,000735.SZ,罗 牛 山,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000737.SZ,北方铜业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000779.SZ,甘咨询,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,000802.SZ,北京文化,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260817,000811.SZ,冰轮环境,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,001207.SZ,联科科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,001229.SZ,魅视科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,001230.SZ,劲旅环境,,,,,,,limit_list_d,0/0
20260817,001318.SZ,阳光乳业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,001356.SZ,富岭股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,001358.SZ,兴欣新材,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002028.SZ,思源电气,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002081.SZ,金 螳 螂,4.0,4→5,4→5,1.1,0.005,0.515,limit_list_d,4/4
20260817,002156.SZ,通富微电,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002165.SZ,红 宝 丽,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002172.SZ,澳洋健康,4.0,4→5,4→5,1.1,0.005,0.515,limit_list_d,4/4
20260817,002229.SZ,鸿博股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,3/5
20260817,002258.SZ,利尔化学,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002289.SZ,宇顺电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002346.SZ,柘中股份,,,,,,,limit_list_d,0/0
20260817,002353.SZ,杰瑞股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002370.SZ,亚太药业,,,,,,,limit_list_d,0/0
20260817,002436.SZ,兴森科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002437.SZ,誉衡药业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,5/7
20260817,002448.SZ,中原内配,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002469.SZ,三维化学,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002476.SZ,新叶股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002478.SZ,常宝股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002578.SZ,闽发铝业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002651.SZ,利君股份,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260817,002668.SZ,TCL智家,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002682.SZ,龙洲股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260817,002724.SZ,海洋王,,,,,,,limit_list_d,2/3
20260817,002742.SZ,冀衡医药,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002787.SZ,华源控股,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002820.SZ,桂发祥,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260817,002838.SZ,道恩股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002863.SZ,今飞凯达,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,002903.SZ,宇环数控,,,,,,,limit_list_d,0/0
20260817,002907.SZ,华森制药,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260817,003031.SZ,中瓷电子,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260817,003033.SZ,征和工业,,,,,,,limit_list_d,0/0
20260817,300313.SZ,天山生物,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,300314.SZ,戴维医疗,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,300345.SZ,华民股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,300570.SZ,太辰光,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,300679.SZ,电连技术,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,300684.SZ,中石科技,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260817,301127.SZ,武汉天源,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,301282.SZ,金禄电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,301516.SZ,中远通,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,301626.SZ,苏州天脉,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600127.SH,金健米业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600172.SH,黄河旋风,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600186.SH,莲花控股,,,,,,,limit_list_d,1/2
20260817,600206.SH,有研新材,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600222.SH,太龙药业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600272.SH,开开实业,,,,,,,limit_list_d,5/8
20260817,600281.SH,华阳新材,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600313.SH,农发种业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600330.SH,天通股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600353.SH,旭光电子,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260817,600459.SH,贵研铂业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600545.SH,卓郎智能,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600613.SH,神奇制药,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260817,600824.SH,益民集团,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,600860.SH,京城股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,601366.SH,利群股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,601700.SH,风范股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,7/11
20260817,603002.SH,宏昌电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603010.SH,万盛股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603011.SH,合锻智能,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603067.SH,振华股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603079.SH,圣达生物,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260817,603082.SH,北自科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603089.SH,正裕工业,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260817,603095.SH,越剑智能,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,3/4
20260817,603102.SH,百合股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260817,603110.SH,东方材料,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603118.SH,共进股份,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260817,603186.SH,华正新材,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,5/10
20260817,603285.SH,键邦股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603286.SH,日盈电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603330.SH,天洋新材,4.0,4→5,4→5,1.1,0.005,0.515,limit_list_d,4/4
20260817,603389.SH,亚振家居,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603395.SH,红四方,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603458.SH,勘设股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603530.SH,神马电力,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603559.SH,中通国脉,,,,,,,limit_list_d,0/0
20260817,603580.SH,艾艾精工,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603657.SH,春光科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603703.SH,盛洋科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603721.SH,中广天择,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603773.SH,沃格光电,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,5/10
20260817,603790.SH,雅运股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603823.SH,百合花,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603880.SH,南卫股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603916.SH,苏博特,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603929.SH,亚翔集成,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603936.SH,博敏电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,603958.SH,哈森股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,605060.SH,联德股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,605162.SH,新中港,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,605179.SH,一鸣食品,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,10/15
20260817,605180.SH,华生科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,688003.SH,天准科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,688035.SH,德邦科技,,,,,,,limit_list_d,0/0
20260817,688378.SH,奥来德,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,688503.SH,聚和材料,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260817,688677.SH,海泰新光,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
