ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
688206.SH,20260817,2026-08-17 15:00:00,41.57,35.85,41.8,35.65,41.57,35.72,16.377379619260914,16336893.0,651258130.0,stk_mins
300862.SZ,20260817,2026-08-17 15:00:00,54.77,49.2,55.88,48.5,54.77,47.29,15.817297525903996,43789973.0,2253007219.0,stk_mins
300943.SZ,20260817,2026-08-17 15:00:00,33.2,28.76,34.08,28.68,33.2,28.67,15.800488315312178,22561710.0,708475186.78,stk_mins
688035.SH,20260817,2026-08-17 15:00:00,75.15,65.99,78.83,65.72,75.15,65.69,14.400974273100942,13889903.0,1024654193.0,stk_mins
300566.SZ,20260817,2026-08-17 15:00:00,31.5,28.5,31.58,27.66,31.5,27.7,13.718411552346566,42910003.0,1277850757.15,stk_mins
688313.SH,20260817,2026-08-17 15:00:00,160.0,144.88,160.0,143.8,160.0,140.76,13.668655868144363,28836294.0,4455993799.0,stk_mins
688282.SH,20260817,2026-08-17 15:00:00,64.69,57.0,64.78,57.0,64.69,56.96,13.570926966292118,2487762.0,155047453.0,stk_mins
300797.SZ,20260817,2026-08-17 15:00:00,14.37,13.02,14.47,13.0,14.37,12.76,12.617554858934167,18408460.0,257872486.54,stk_mins
300672.SZ,20260817,2026-08-17 15:00:00,196.0,177.01,196.0,174.6,196.0,174.11,12.572511630578354,18632532.0,3417668278.5,stk_mins
300548.SZ,20260817,2026-08-17 15:00:00,219.0,200.0,220.85,199.99,219.0,194.67,12.498073663122211,21237792.0,4489659091.0,stk_mins
688210.SH,20260817,2026-08-17 15:00:00,32.84,29.4,33.0,29.04,32.84,29.3,12.08191126279865,6179605.0,194139389.0,stk_mins
301235.SZ,20260817,2026-08-17 15:00:00,51.15,45.89,52.5,45.48,51.15,45.8,11.681222707423577,18419139.0,905302060.4100001,stk_mins
300767.SZ,20260817,2026-08-17 15:00:00,21.06,18.86,21.15,18.66,21.06,18.87,11.605723370429244,20458976.0,413764775.45,stk_mins
688001.SH,20260817,2026-08-17 15:00:00,56.08,50.74,56.98,50.62,56.08,50.39,11.29192300059536,13160691.0,715435931.0,stk_mins
688061.SH,20260817,2026-08-17 15:00:00,40.97,36.82,41.2,36.82,40.97,36.82,11.271048343291689,2863032.0,113885434.0,stk_mins
300189.SZ,20260817,2026-08-17 15:00:00,5.19,4.99,5.45,4.84,5.19,4.67,11.134903640256976,294716249.0,1528816144.94,stk_mins
300508.SZ,20260817,2026-08-17 15:00:00,51.28,48.0,51.85,47.54,51.28,46.2,10.99567099567098,6258779.0,308906680.9,stk_mins
688097.SH,20260817,2026-08-17 15:00:00,49.45,45.25,49.85,44.48,49.45,44.63,10.799910374187771,10466670.0,497761129.0,stk_mins
