ts_code,trade_time,open,high,low,close,vol,amount
920002.BJ,2026-08-18 15:00:00,62.1,62.1,62.1,62.1,0.0,0.0
920002.BJ,2026-08-18 14:59:00,62.1,62.1,62.1,62.1,0.0,0.0
920002.BJ,2026-08-18 14:58:00,62.1,62.1,62.1,62.1,0.0,0.0
920002.BJ,2026-08-18 14:57:00,62.09,62.11,62.09,62.1,42121.0,2615762.0
920002.BJ,2026-08-18 14:56:00,62.09,62.09,62.07,62.09,27072.0,1680846.9
920002.BJ,2026-08-18 14:55:00,62.11,62.11,62.08,62.08,16501.0,1024760.0
920002.BJ,2026-08-18 14:54:00,62.11,62.12,62.1,62.1,23910.0,1484968.9
920002.BJ,2026-08-18 14:53:00,62.1,62.12,62.1,62.11,23244.0,1443656.9
920002.BJ,2026-08-18 14:52:00,62.17,62.17,62.1,62.1,14866.0,923602.7
920002.BJ,2026-08-18 14:51:00,62.11,62.18,62.05,62.16,13542.0,841267.56
920002.BJ,2026-08-18 14:50:00,62.21,62.21,62.1,62.11,10244.0,636890.75
920002.BJ,2026-08-18 14:49:00,62.26,62.26,62.23,62.23,5167.0,321657.1
920002.BJ,2026-08-18 14:48:00,62.36,62.37,62.28,62.29,9745.0,607186.44
920002.BJ,2026-08-18 14:47:00,62.3,62.38,62.3,62.37,9500.0,592345.44
920002.BJ,2026-08-18 14:46:00,62.12,62.3,62.12,62.28,12284.0,764867.5
920002.BJ,2026-08-18 14:45:00,62.04,62.12,62.04,62.12,6412.0,398247.97
920002.BJ,2026-08-18 14:44:00,62.04,62.04,62.03,62.04,6856.0,425357.16
920002.BJ,2026-08-18 14:43:00,62.01,62.06,62.0,62.06,6396.0,396630.72
920002.BJ,2026-08-18 14:42:00,62.3,62.3,62.01,62.02,8015.0,497169.3
920002.BJ,2026-08-18 14:41:00,62.37,62.38,62.3,62.3,5452.0,339892.03
920002.BJ,2026-08-18 14:40:00,62.4,62.41,62.38,62.38,6830.0,426202.56
920002.BJ,2026-08-18 14:39:00,62.41,62.44,62.4,62.4,14541.0,907524.8
