trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260720,000037.SZ,深南电A,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260720,000042.SZ,中洲控股,,,,,,,limit_list_d,0/0
20260720,000503.SZ,国新健康,,,,,,,limit_list_d,0/0
20260720,000510.SZ,新金路,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260720,000539.SZ,粤电力Ａ,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260720,000593.SZ,德龙汇能,,,,,,,limit_list_d,0/0
20260720,000596.SZ,古井贡酒,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260720,000600.SZ,建投能源,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260720,000636.SZ,风华高科,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,
20260720,000668.SZ,荣丰控股,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260720,000691.SZ,亚太实业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260720,000720.SZ,新能泰山,,,,,,,limit_list_d,0/0
20260720,000722.SZ,湖南发展,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,3/4
20260720,000767.SZ,晋控电力,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260720,000779.SZ,甘咨询,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260720,000815.SZ,美利云,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260720,000889.SZ,中嘉博创,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/4
20260720,000920.SZ,沃顿科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260720,000935.SZ,四川双马,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260720,000938.SZ,紫光股份,,,,,,,limit_list_d,0/0
20260720,000977.SZ,浪潮信息,,,,,,,limit_list_d,0/0
20260720,000988.SZ,华工科技,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,
