ts_code,trade_date,pct_chg
000601.SZ,20260720,8.7963
000720.SZ,20260720,8.5246
000862.SZ,20260720,8.4
000899.SZ,20260720,9.9065
000968.SZ,20260720,8.0303
001388.SZ,20260720,8.0032
002123.SZ,20260720,8.5106
002165.SZ,20260720,8.2024
002541.SZ,20260720,8.8235
002542.SZ,20260720,9.8485
300001.SZ,20260720,8.3063
300039.SZ,20260720,10.1563
300040.SZ,20260720,18.1661
300135.SZ,20260720,13.3987
300164.SZ,20260720,16.4122
300191.SZ,20260720,11.6843
300209.SZ,20260720,15.5118
300317.SZ,20260720,12.5908
300465.SZ,20260720,8.517
300483.SZ,20260720,8.9224
300561.SZ,20260720,8.9561
300663.SZ,20260720,9.4395
300765.SZ,20260720,8.8105
300779.SZ,20260720,14.0907
301080.SZ,20260720,8.7073
301228.SZ,20260720,11.2527
301536.SZ,20260720,16.1132
600012.SH,20260720,8.8696
600021.SH,20260720,9.6579
600546.SH,20260720,8.3827
600758.SH,20260720,9.2715
600969.SH,20260720,9.6415
600982.SH,20260720,8.4479
600989.SH,20260720,9.2958
601016.SH,20260720,8.2857
601600.SH,20260720,8.6493
601699.SH,20260720,8.7047
603519.SH,20260720,9.3168
603693.SH,20260720,9.3345
605011.SH,20260720,8.4416
605196.SH,20260720,8.7511
688065.SH,20260720,8.2807
688111.SH,20260720,9.2931
688248.SH,20260720,12.7163
688382.SH,20260720,15.4767
688432.SH,20260720,8.7191
688578.SH,20260720,11.0898
920010.BJ,20260720,10.5063
920014.BJ,20260720,10.0115
920046.BJ,20260720,16.2562
920088.BJ,20260720,23.5677
920130.BJ,20260720,21.028
920299.BJ,20260720,9.5417
920493.BJ,20260720,9.8682
920508.BJ,20260720,8.0692
920748.BJ,20260720,8.7736
