ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
000070.SZ,20260202,5.5646,8.9415,0.74,1035396.474,
300566.SZ,20260202,3.7456,4.1485,0.93,508482.9686,
600227.SH,20260202,3.8105,4.6127,0.86,408672.0998,
688177.SH,20260202,0.4659,1.5982,0.69,946172.8,
601186.SH,20260202,1.2497,3.1617,0.56,9682213.0895,
600506.SH,20260202,2.9596,5.0547,0.51,461037.4605,
600892.SH,20260202,2.9539,4.534,1.65,218191.0333,
002290.SZ,20260202,3.9845,7.1081,1.48,1414240.281,
600787.SH,20260202,1.7997,3.4862,1.01,1247795.7597,
600985.SH,20260202,1.1947,3.0988,0.78,3183431.794,
002581.SZ,20260202,1.3992,1.6709,1.26,474349.8863,
002803.SZ,20260202,4.0553,4.495,0.83,870633.4217,
603077.SH,20260202,4.4649,6.6487,0.7,2048916.6369,
000919.SZ,20260202,1.899,3.2583,0.88,470174.9432,
603629.SH,20260202,23.4246,45.6285,1.51,1079431.32,
300581.SZ,20260202,1.4588,2.7989,0.49,842217.7149,
603733.SH,20260202,1.0962,5.3824,1.32,1647581.6769,
688660.SH,20260202,1.1858,3.0406,0.78,1852000.0926,
920021.BJ,20260202,30.6783,35.1744,1.01,414677.9772,
300616.SZ,20260202,4.6259,5.3257,1.08,325772.687,
300561.SZ,20260202,3.4346,5.8215,0.63,587313.2753,
688227.SH,20260202,1.9113,3.2823,0.68,762218.6641,
002826.SZ,20260202,3.7671,5.0333,1.17,366101.28,
002027.SZ,20260202,1.5994,2.3733,1.04,10629458.9983,
688092.SH,20260202,2.3785,5.0548,0.94,243858.033,
002121.SZ,20260202,4.1563,5.4984,0.88,1478126.8523,
002282.SZ,20260202,1.7606,2.5921,1.14,400397.1445,
001223.SZ,20260202,1.1143,4.4544,0.46,498219.624,
300460.SZ,20260202,2.1998,2.7396,0.87,229978.6816,
000638.SZ,20260202,0.1707,0.2414,0.66,72553.0664,
002069.SZ,20260202,4.0644,7.0376,1.72,273778.1947,
300099.SZ,20260202,5.802,7.0042,0.71,608243.8354,
301051.SZ,20260202,4.0166,5.918,2.05,387609.9575,
603109.SH,20260202,1.0622,2.6559,0.65,535069.4983,
600170.SH,20260202,4.7424,8.6071,0.74,2514720.9476,
603589.SH,20260202,2.2659,3.7115,1.06,1793162.1771,
002442.SZ,20260202,3.0284,4.8665,1.06,316065.8424,
688169.SH,20260202,1.3788,1.745,0.73,3705221.0624,
600149.SH,20260202,3.7053,5.7271,1.38,204526.08,
300478.SZ,20260202,1.6598,2.3046,0.85,320609.363,
002209.SZ,20260202,3.26,4.0033,0.57,306902.7951,
601019.SH,20260202,0.9676,4.7247,1.54,1861514.8,
300237.SZ,20260202,1.8157,2.4894,0.92,346059.5832,
002212.SZ,20260202,2.5538,2.5538,0.77,1020227.6053,
002347.SZ,20260202,5.0286,7.1827,0.7,472906.0326,
688322.SH,20260202,3.153,4.9602,1.23,3614309.6024,
688225.SH,20260202,1.5313,2.9292,1.0,799219.98,
300692.SZ,20260202,1.8608,2.3206,0.67,406958.5132,
300768.SZ,20260202,1.2486,2.5001,0.67,1171768.851,
600865.SH,20260202,5.7673,15.1772,1.81,528617.644,
601898.SH,20260202,0.6727,4.0037,0.95,16798726.5278,
301075.SZ,20260202,1.4263,4.1606,0.92,497200.0,
603170.SH,20260202,1.637,4.8746,1.51,568814.22,
688010.SH,20260202,2.2784,4.6311,0.64,486501.5813,
688119.SH,20260202,3.025,7.1233,0.53,707625.0,
301505.SZ,20260202,4.8513,4.8513,0.53,293207.1769,
301323.SZ,20260202,2.9756,6.1007,0.64,574296.8849,
600502.SH,20260202,1.243,1.8872,0.97,803337.883,
301580.SZ,20260202,3.2347,3.7964,0.95,545610.4294,
601010.SH,20260202,1.2742,1.8067,0.71,484176.0,
301126.SZ,20260202,5.1879,6.7245,0.48,250591.904,
688581.SH,20260202,1.4563,2.0492,0.84,487462.5727,
688019.SH,20260202,1.9979,2.8832,0.82,4356665.0827,
