ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000021.SZ,20260202,深科技,29.24,-10.0031,8.98,4242313162.0,729489739.76,478432375.01,1207922114.77,-251057364.75,-5.92,28.47,45948589603.32,日跌幅偏离值达到7%的前5只证券
000060.SZ,20260202,中金岭南,6.93,-10.0,6.76,2097264919.0,211708687.23,311290681.49,522999368.72,99581994.26,4.75,24.94,30776935321.44,日跌幅偏离值达到7%的前5只证券
000960.SZ,20260202,锡业股份,35.84,-9.995,6.33,3829198424.0,699225364.26,838420111.46,1537645475.72,139194747.2,3.64,40.16,58985541959.68,日跌幅偏离值达到7%的前5只证券
000995.SZ,20260202,皇台酒业,17.52,9.9812,35.4,1049689969.0,154133472.53,133807488.12,287940960.65,-20325984.41,-1.94,27.43,3108188160.0,日涨幅偏离值达到7%的前5只证券
001368.SZ,20260202,通达创智,33.0,10.0,9.73,228254942.0,47048047.0,59998542.0,107046589.0,12950495.0,5.67,46.9,1058841267.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
002155.SZ,20260202,湖南黄金,33.3,-10.0,14.55,7715500036.0,1226983754.47,1222255196.63,2449238951.1,-4728557.84,-0.06,31.74,52031591558.1,日跌幅偏离值达到7%的前5只证券
002165.SZ,20260202,红宝丽,12.45,-2.5059,43.74,4187412749.0,365905956.62,314934721.73,680840678.35,-50971234.89,-1.22,16.26,9058987225.2,日换手率达到20%的前5只证券
002291.SZ,20260202,遥望科技,8.14,10.0,25.48,1784585584.0,113616416.41,327897238.63,441513655.04,214280822.22,12.01,24.74,7074679697.8,日涨幅偏离值达到7%的前5只证券
002455.SZ,20260202,百川股份,9.37,-2.2941,50.86,2629183242.0,402553515.83,482486470.98,885039986.81,79932955.15,3.04,33.66,4865182232.78,日换手率达到20%的前5只证券
002471.SZ,20260202,中超控股,8.61,9.9617,31.93,3601912189.0,188092274.18,700069311.35,888161585.53,511977037.17,14.21,24.66,11559560099.43,日涨幅偏离值达到7%的前5只证券
002491.SZ,20260202,通鼎互联,8.64,10.0637,18.21,1835063219.0,345003492.75,266858901.76,611862394.51,-78144590.99,-4.26,33.34,10164691045.44,日涨幅偏离值达到7%的前5只证券
002498.SZ,20260202,汉缆股份,5.64,9.9415,5.24,963635430.0,54829136.96,177965971.05,232795108.01,123136834.09,12.78,24.16,18763129440.0,日涨幅偏离值达到7%的前5只证券
002634.SZ,20260202,棒杰股份,5.5,-0.3623,8.53,208476247.0,40372004.75,47244886.44,87616891.19,6872881.69,3.3,42.03,2455829959.0,日振幅值达到15%的前5只证券
002648.SZ,20260202,卫星化学,21.92,-10.0164,4.15,3147011347.0,388527707.32,640737221.04,1029264928.36,252209513.72,8.01,32.71,73793296071.2,日跌幅偏离值达到7%的前5只证券
002713.SZ,20260202,*ST东易,9.16,5.0459,1.48,310306730.0,65547462.77,46883061.26,112430524.03,-18664401.51,-6.01,36.23,4822747611.96,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
002731.SZ,20260202,萃华珠宝,11.56,-9.9688,2.48,1304953696.0,211384921.2,70426859.58,281811780.78,-140958061.62,-10.8,21.6,2654827984.0,连续三个交易日内，跌幅偏离值累计达到20%的证券
002809.SZ,20260202,红墙股份,13.97,-8.8715,34.83,718676617.0,69070537.42,57384292.6,126454830.02,-11686244.82,-1.63,17.6,1943485165.6,日换手率达到20%的前5只证券
002830.SZ,20260202,名雕股份,25.58,10.0215,22.32,505682611.0,83328929.0,112015523.0,195344452.0,28686594.0,5.67,38.63,1710086950.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
002923.SZ,20260202,润都股份,15.26,6.0459,11.06,1038842721.0,159781164.58,209689093.51,369470258.09,49907928.93,4.8,35.57,3938374551.58,连续三个交易日内，涨幅偏离值累计达到20%的证券
002969.SZ,20260202,嘉美包装,23.18,0.0432,11.45,2836011052.0,232041761.9,150337262.1,382379024.0,-81704499.8,-2.88,13.48,24811605893.6,日振幅值达到15%的前5只证券
002995.SZ,20260202,天地在线,35.15,1.8545,44.2,1775907776.0,97189704.81,142595123.16,239784827.97,45405418.35,2.56,13.5,3951464861.2,日换手率达到20%的前5只证券
003042.SZ,20260202,中农联合,18.52,-10.0097,19.15,2088782722.0,245432844.59,145902770.44,391335615.03,-99530074.15,-4.76,18.74,2358813597.4,连续三个交易日内，跌幅偏离值累计达到20%的证券
123265.SZ,20260202,耐普转02,188.76,20.0,,57649569.0,28537114.32,57649569.12,86186683.44,29112454.8,50.5,149.5,,日涨幅达到15%的前5只可转债
200016.SZ,20260202,深康佳B,1.23,-10.219,0.06,562466.0,562465.75,258890.16,821355.91,-303575.59,-53.97,146.03,8150702701.84,日跌幅偏离值达到7%的前5只证券
200055.SZ,20260202,方大B,1.33,-9.5238,0.45,2149578.0,903246.16,844334.61,1747580.77,-58911.55,-2.74,81.3,3119503703.51,日跌幅偏离值达到7%的前5只证券
200056.SZ,20260202,皇庭B,0.69,-10.3896,0.29,431154.0,289350.81,380074.03,669424.84,90723.22,21.04,155.26,1803577183.01,日跌幅偏离值达到7%的前5只证券
300027.SZ,20260202,华谊兄弟,1.86,-16.2162,12.31,572502014.0,66749998.18,121364687.27,188114685.45,54614689.09,9.54,32.86,4622060543.82,日跌幅达到15%的前5只证券
300063.SZ,20260202,天龙集团,16.68,1.3982,32.39,3421367250.0,364109727.0,176884658.03,540994385.03,-187225068.97,-5.47,15.81,10450928109.24,日换手率达到30%的前5只证券
300071.SZ,20260202,福石控股,5.83,-19.3638,21.48,1209091573.0,118130345.6,207335328.8,325465674.4,89204983.2,7.38,26.92,5511395548.78,日跌幅达到15%的前5只证券
300087.SZ,20260202,荃银高科,8.76,-15.9309,10.49,842528492.0,119425556.17,121385626.37,240811182.54,1960070.2,0.23,28.58,7846091704.44,日跌幅达到15%的前5只证券
300139.SZ,20260202,晓程科技,54.7,-18.963,31.69,4080249844.0,318966826.36,220146635.67,539113462.03,-98820190.69,-2.42,13.21,12781159607.5,日跌幅达到15%的前5只证券
300139.SZ,20260202,晓程科技,54.7,-18.963,31.69,6658181714.0,348525662.52,311971759.4,660497421.92,-36553903.12,-0.55,9.92,12781159607.5,连续三个交易日内，跌幅偏离值累计达到30%的证券
300164.SZ,20260202,通源石油,11.05,-14.2081,41.29,2698230137.0,277904927.0,469836056.36,747740983.36,191931129.36,7.11,27.71,6444479096.9,日换手率达到30%的前5只证券
300189.SZ,20260202,神农种业,7.9,-8.776,37.4,2637896639.0,359891826.06,350944154.93,710835980.99,-8947671.13,-0.34,26.95,7001296584.6,日换手率达到30%的前5只证券
300212.SZ,20260202,易华录,12.4,-20.0,4.2,372021614.0,77301022.42,66812925.52,144113947.94,-10488096.9,-2.82,38.74,8661545377.6,日跌幅达到15%的前5只证券
300215.SZ,20260202,电科院,9.68,19.9504,19.53,891838503.0,82365862.0,198832144.09,281198006.09,116466282.09,13.06,31.53,4838745433.28,日涨幅达到15%的前5只证券
300265.SZ,20260202,通光线缆,15.66,20.0,21.84,1503360771.0,73565321.35,205808710.84,279374032.19,132243389.49,8.8,18.58,7317944778.6,日涨幅达到15%的前5只证券
300444.SZ,20260202,双杰电气,15.12,16.5767,26.94,2477279917.0,225018979.19,532747013.1,757765992.29,307728033.91,12.42,30.59,9396274088.88,日涨幅达到15%的前5只证券
301362.SZ,20260202,民爆光电,53.98,20.0089,2.62,42020731.0,9284560.0,42020731.0,51305291.0,32736171.0,77.9,122.1,1601586600.0,日涨幅达到15%的前5只证券
301378.SZ,20260202,通达海,44.5,12.6297,34.4,699039242.0,68639407.96,124558817.07,193198225.03,55919409.11,8.0,27.64,2043196629.5,日换手率达到30%的前5只证券
301428.SZ,20260202,世纪恒通,43.68,-3.3628,42.02,1190961620.0,89418219.02,90051354.08,179469573.1,633135.06,0.05,15.07,2673070414.56,日换手率达到30%的前5只证券
600084.SH,20260202,中信尼雅,7.85,7.8297,5.66,466597351.0,92618973.43,51089577.02,143708550.45,-41529396.41,-8.9,30.8,8821255615.5,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
600172.SH,20260202,黄河旋风,7.21,10.0763,17.99,1599974051.0,146430446.84,383631133.56,530061580.4,237200686.72,14.83,33.13,9201803957.5,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600199.SH,20260202,金种子酒,10.98,5.1724,12.92,2547234338.0,132021275.35,137994461.45,270015736.8,5973186.1,0.23,10.6,7222609127.52,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
600228.SH,20260202,*ST返利,6.04,5.0435,1.11,140028112.0,30715575.0,23900368.75,54615943.75,-6815206.25,-4.87,39.0,2512864549.08,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券
600232.SH,20260202,金鹰股份,9.32,10.0354,4.3,143387813.0,15532286.0,56313094.0,71845380.0,40780808.0,28.44,50.11,3399176830.08,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600354.SH,20260202,敦煌种业,7.46,-5.8081,26.49,1046396792.0,130596171.62,125311356.59,255907528.21,-5284815.03,-0.51,24.46,3937403516.8,有价格涨跌幅限制的日换手率达到20%的前五只证券
600403.SH,20260202,大有能源,6.63,-10.0407,3.78,604525162.0,63600385.84,40666233.0,104266618.84,-22934152.84,-3.79,17.25,15851086225.26,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
600421.SH,20260202,*ST华嵘,8.14,5.0323,4.77,161220579.0,24332361.0,32784346.48,57116707.48,8451985.48,5.24,35.43,1592184000.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券
600550.SH,20260202,保变电气,15.57,10.0353,6.48,1828991034.0,175179011.86,610751685.63,785930697.49,435572673.77,23.81,42.97,28672598433.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600711.SH,20260202,盛屯矿业,14.54,-10.0248,6.68,3107328287.0,472580845.65,713139900.87,1185720746.52,240559055.22,7.74,38.16,44937491951.54,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
600779.SH,20260202,水井坊,44.78,7.4376,5.63,2982702759.0,168580208.32,213525098.24,382105306.56,44944889.92,1.51,12.81,21830393206.44,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
600828.SH,20260202,茂业商业,7.24,10.0304,8.26,967422623.0,150284549.08,137323582.73,287608131.81,-12960966.35,-1.34,29.73,12535047710.44,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
