ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000004.SZ,20260204,*ST国华,10.82,-5.0044,0.26,6434501.0,5942189.0,1157136.0,7099325.0,-4785053.0,-74.37,110.33,1366433649.76,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000016.SZ,20260204,深康佳A,3.83,-4.9628,13.25,859917729.0,92287284.4,228312173.54,320599457.94,136024889.14,15.82,37.28,6926305862.0,连续三个交易日内，跌幅偏离值累计达到20%的证券
000039.SZ,20260204,中集集团,11.41,10.0289,7.25,1862921381.0,301730521.52,374313262.84,676043784.36,72582741.32,3.9,36.29,26259055478.81,日涨幅偏离值达到7%的前5只证券
000608.SZ,20260204,*ST阳光,3.75,2.7397,6.13,213931722.0,63359572.0,27939490.4,91299062.4,-35420081.6,-16.56,42.68,2795353346.25,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000711.SZ,20260204,ST京蓝,2.46,5.1282,7.62,842335959.0,142649751.1,57035464.0,199685215.1,-85614287.1,-10.16,23.71,5622904936.44,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000820.SZ,20260204,*ST节能,3.34,-5.1136,1.89,23094108.0,9247278.0,7113134.0,16360412.0,-2134144.0,-9.24,70.84,991869369.18,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000995.SZ,20260204,皇台酒业,18.96,-1.6087,41.82,1475520161.0,183434057.74,93337753.19,276771810.93,-90096304.55,-6.11,18.76,3363655680.0,日换手率达到20%的前5只证券
001330.SZ,20260204,博纳影业,9.45,-8.7838,14.34,1914869413.0,189538188.64,175796230.0,365334418.64,-13741958.64,-0.72,19.08,12989204398.8,日跌幅偏离值达到7%的前5只证券
001337.SZ,20260204,四川黄金,51.05,-8.9369,15.56,2364080285.0,200025080.56,136849374.63,336874455.19,-63175705.93,-2.67,14.25,14725678800.0,日跌幅偏离值达到7%的前5只证券
002112.SZ,20260204,三变科技,24.91,4.7079,43.61,2813917960.0,500870691.52,374468230.74,875338922.26,-126402460.78,-4.49,31.11,6528401590.5,日换手率达到20%的前5只证券
002126.SZ,20260204,银轮股份,43.21,10.0051,7.56,2582133089.0,271218513.97,507828602.26,779047116.23,236610088.29,9.16,30.17,34268919910.92,日涨幅偏离值达到7%的前5只证券
