ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
002166.SZ,20260122,1.042,1.7432,0.66,667448.4825,
920047.BJ,20260122,1.5139,1.6568,0.96,607512.4224,
000529.SZ,20260122,1.6163,3.6479,1.51,358447.2626,
300559.SZ,20260122,2.246,3.0265,0.47,525761.1702,
603189.SH,20260122,4.2043,6.9421,1.17,585728.5624,
688426.SH,20260122,2.4882,2.4882,0.84,313632.4802,
001389.SZ,20260122,20.2682,20.2682,3.24,4472272.875,
600841.SH,20260122,11.5592,36.7677,2.88,1068622.7737,
300968.SZ,20260122,1.9187,4.0979,0.86,618829.86,
300634.SZ,20260122,5.1312,8.6031,0.55,1364010.5507,
300295.SZ,20260122,3.8098,4.0749,0.71,253703.1493,
688370.SH,20260122,3.6267,3.6267,1.23,383627.8454,
301106.SZ,20260122,1.5241,4.8304,0.73,340348.7451,
300126.SZ,20260122,9.7937,14.3833,1.95,291191.3808,
920578.BJ,20260122,2.8056,2.8056,0.52,202975.5234,
301093.SZ,20260122,6.3113,11.2929,0.92,1227899.7443,
600827.SH,20260122,0.7235,1.6503,0.74,1639650.4995,
300718.SZ,20260122,3.2549,4.9829,0.75,2478670.8329,
600330.SH,20260122,11.7925,14.5401,1.45,1624433.1259,
300378.SZ,20260122,6.2613,7.8439,0.57,1555720.4341,
000708.SZ,20260122,0.3111,1.9263,1.05,8130971.5461,
603501.SH,20260122,1.5701,2.4938,0.98,16179804.6071,
603399.SH,20260122,3.7623,5.6867,0.91,591695.6996,
301616.SZ,20260122,5.2045,5.2045,0.51,437520.0,
603288.SH,20260122,0.3671,1.4042,1.52,21148495.3476,
300158.SZ,20260122,1.8871,2.7144,0.84,599351.0458,
688017.SH,20260122,4.4641,6.8251,0.75,3881098.7463,
002626.SZ,20260122,1.4755,3.1662,1.13,1233898.0417,
600816.SH,20260122,1.2859,2.0459,1.09,2933645.5797,
688670.SH,20260122,1.3087,3.6532,0.6,253299.2,
301179.SZ,20260122,2.0032,3.9193,0.49,719845.4728,
002909.SZ,20260122,4.8797,8.1287,0.87,294060.0,
688638.SH,20260122,2.6619,2.6619,1.08,227360.0,
002043.SZ,20260122,2.1257,3.4704,1.73,1226377.1214,
920033.BJ,20260122,1.8544,4.0217,0.58,229454.4915,
000576.SZ,20260122,3.3066,5.1777,0.59,508863.6375,
301076.SZ,20260122,7.742,8.6,0.7,850971.9192,
920957.BJ,20260122,11.1708,22.5958,2.23,153011.7023,
000786.SZ,20260122,3.5314,6.3635,2.87,4766260.9176,
