ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
301152.SZ,20260824,2026-08-24 15:00:00,23.32,19.47,23.32,19.37,23.32,19.43,20.02058672156459,14211784.0,324645239.3,stk_mins
300313.SZ,20260824,2026-08-24 15:00:00,15.36,13.37,15.36,12.19,15.36,12.8,19.999999999999996,46366631.0,639508498.0,stk_mins
301598.SZ,20260824,2026-08-24 15:00:00,55.46,52.24,56.84,52.24,55.46,47.37,17.078319611568517,3538630.0,195738070.86,stk_mins
920779.BJ,20260824,2026-08-24 15:00:00,25.56,22.0,26.46,22.0,25.56,21.96,16.393442622950815,3615816.0,91403267.88999999,stk_mins
688419.SH,20260824,2026-08-24 15:00:00,56.78,52.85,58.5,50.61,56.78,48.83,16.280974810567272,10806241.0,596790178.0,stk_mins
301216.SZ,20260824,2026-08-24 15:00:00,19.13,17.49,19.5,17.21,19.13,16.51,15.869170199878834,51334709.0,951227662.6600001,stk_mins
688356.SH,20260824,2026-08-24 15:00:00,124.0,116.32,128.81,116.32,124.0,107.34,15.52077510713621,15135647.0,1890200798.0,stk_mins
688136.SH,20260824,2026-08-24 15:00:00,23.6,21.22,24.66,21.22,23.6,20.55,14.841849148418484,30427431.0,713380635.0,stk_mins
301234.SZ,20260824,2026-08-24 15:00:00,110.0,97.0,114.0,97.0,110.0,96.1,14.464099895941729,4756936.0,502105254.64,stk_mins
300839.SZ,20260824,2026-08-24 15:00:00,14.12,12.0,14.2,11.63,14.12,12.47,13.23175621491579,43018152.0,538559463.2,stk_mins
920045.BJ,20260824,2026-08-24 15:00:00,450.5,452.0,465.97,438.88,450.5,401.49,12.20702881765423,3422866.0,1554854857.2800002,stk_mins
300473.SZ,20260824,2026-08-24 15:00:00,24.5,22.09,24.51,21.89,24.5,21.91,11.82108626198084,15038757.0,359098881.0,stk_mins
301081.SZ,20260824,2026-08-24 15:00:00,14.94,14.21,14.94,13.66,14.94,13.38,11.659192825112097,14016936.0,198643388.9,stk_mins
920206.BJ,20260824,2026-08-24 15:00:00,47.49,42.95,48.83,40.5,47.49,42.6,11.478873239436616,4327019.0,192677786.26999998,stk_mins
002731.SZ,20260824,2026-08-24 15:00:00,1.28,1.04,1.28,1.04,1.28,1.16,10.344827586206918,68456005.0,78007932.24000001,stk_mins
000620.SZ,20260824,2026-08-24 15:00:00,3.47,3.23,3.47,3.23,3.47,3.15,10.158730158730167,426265194.0,1456230541.08,stk_mins
002445.SZ,20260824,2026-08-24 15:00:00,3.37,3.37,3.37,3.37,3.37,3.06,10.130718954248374,4797394.0,16167217.780000001,stk_mins
