ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
301583.SZ,20260710,2026-07-10 15:00:00,216.7,203.4,264.42,203.4,216.7,22.6,858.8495575221237,25081168.0,5943898882.6,stk_mins
920081.BJ,20260710,2026-07-10 15:00:00,47.02,55.0,58.75,46.88,47.02,38.69,21.530111139829433,15170237.0,782923215.72,stk_mins
300918.SZ,20260710,2026-07-10 15:00:00,12.37,10.45,12.42,10.38,12.37,10.35,19.51690821256038,38544544.0,457713076.95,stk_mins
300071.SZ,20260710,2026-07-10 15:00:00,4.91,4.08,4.94,4.04,4.91,4.12,19.1747572815534,320129522.0,1493332628.3,stk_mins
300105.SZ,20260710,2026-07-10 15:00:00,8.18,6.91,8.29,6.82,8.18,6.91,18.379160636758307,79012987.0,630405096.2,stk_mins
301326.SZ,20260710,2026-07-10 15:00:00,149.97,142.01,151.01,138.51,149.97,127.7,17.43931088488644,3990900.0,582911395.05,stk_mins
688238.SH,20260710,2026-07-10 15:00:00,6.71,5.85,6.9,5.8,6.71,5.75,16.695652173913047,69496590.0,466462600.0,stk_mins
301367.SZ,20260710,2026-07-10 15:00:00,44.99,38.51,46.02,37.78,44.99,38.58,16.614826334888555,7101643.0,303984767.11,stk_mins
688328.SH,20260710,2026-07-10 15:00:00,118.23,112.14,122.42,112.11,118.23,102.02,15.889041364438361,20367444.0,2451972404.0,stk_mins
301092.SZ,20260710,2026-07-10 15:00:00,55.0,51.0,57.0,50.5,55.0,47.5,15.789473684210531,14340501.0,773792517.15,stk_mins
301588.SZ,20260710,2026-07-10 15:00:00,55.43,48.5,57.15,47.55,55.43,48.3,14.761904761904777,11694619.0,621321933.0,stk_mins
300487.SZ,20260710,2026-07-10 15:00:00,80.89,75.01,85.17,74.35,80.89,70.98,13.96167934629473,29024366.0,2354589739.3,stk_mins
300911.SZ,20260710,2026-07-10 15:00:00,22.21,19.45,23.23,19.43,22.21,19.5,13.897435897435905,18655841.0,404804250.9,stk_mins
300933.SZ,20260710,2026-07-10 15:00:00,6.58,5.79,6.61,5.7,6.58,5.79,13.644214162348888,32866195.0,206399432.49,stk_mins
688539.SH,20260710,2026-07-10 15:00:00,34.6,30.65,36.6,30.26,34.6,30.5,13.442622950819683,10296918.0,357119843.0,stk_mins
301230.SZ,20260710,2026-07-10 15:00:00,40.16,34.8,41.32,34.64,40.16,35.5,13.12676056338027,18243791.0,710397768.1,stk_mins
300129.SZ,20260710,2026-07-10 15:00:00,9.52,8.42,10.05,8.25,9.52,8.44,12.796208530805696,83424673.0,775304555.2,stk_mins
688202.SH,20260710,2026-07-10 15:00:00,87.0,76.5,91.8,76.2,87.0,77.15,12.767336357744652,11916306.0,1022123040.0,stk_mins
688293.SH,20260710,2026-07-10 15:00:00,48.39,43.32,49.51,42.6,48.39,43.1,12.273781902552194,4308973.0,204023107.0,stk_mins
300102.SZ,20260710,2026-07-10 15:00:00,24.13,21.33,25.81,21.08,24.13,21.51,12.180381218038105,126508715.0,3096766119.0,stk_mins
301218.SZ,20260710,2026-07-10 15:00:00,42.42,37.37,45.38,37.2,42.42,37.82,12.16287678476997,15024863.0,634574180.3,stk_mins
301005.SZ,20260710,2026-07-10 15:00:00,114.88,102.0,123.48,99.26,114.88,102.9,11.64237123420795,29093358.0,3347213650.3,stk_mins
300244.SZ,20260710,2026-07-10 15:00:00,20.46,18.23,21.28,18.03,20.46,18.34,11.559432933478742,71938781.0,1454661042.0,stk_mins
688319.SH,20260710,2026-07-10 15:00:00,44.38,39.64,44.9,39.11,44.38,39.79,11.535561698919338,19543299.0,839633389.0,stk_mins
301310.SZ,20260710,2026-07-10 15:00:00,58.64,54.01,60.78,52.2,58.64,52.62,11.440516913721034,13970057.0,818511616.3,stk_mins
688101.SH,20260710,2026-07-10 15:00:00,17.11,15.62,18.43,15.62,17.11,15.36,11.393229166666675,18287850.0,324835010.0,stk_mins
688102.SH,20260710,2026-07-10 15:00:00,46.09,41.0,49.5,40.59,46.09,41.39,11.355399855037462,53990102.0,2470028186.0,stk_mins
688726.SH,20260710,2026-07-10 15:00:00,49.57,45.0,53.44,45.0,49.57,44.57,11.2183082791115,20434580.0,1028357391.0,stk_mins
300680.SZ,20260710,2026-07-10 15:00:00,25.85,23.33,26.78,23.2,25.85,23.33,10.80154307758252,23276996.0,585917140.1,stk_mins
300528.SZ,20260710,2026-07-10 15:00:00,15.9,14.22,16.33,14.2,15.9,14.35,10.801393728222997,27591041.0,425010907.79999995,stk_mins
300984.SZ,20260710,2026-07-10 15:00:00,43.89,40.37,46.31,40.12,43.89,39.73,10.47067707022402,8011614.0,349658799.69,stk_mins
688511.SH,20260710,2026-07-10 15:00:00,30.38,27.89,31.8,27.5,30.38,27.58,10.152284263959398,4451844.0,135466769.0,stk_mins
300484.SZ,20260710,2026-07-10 15:00:00,13.8,12.59,14.8,12.44,13.8,12.55,9.960159362549792,14239995.0,198637775.92000002,stk_mins
000838.SZ,20260710,2026-07-10 15:00:00,2.21,1.96,2.21,1.96,2.21,2.01,9.950248756218905,67767604.0,142955487.1,stk_mins
603131.SH,20260710,2026-07-10 15:00:00,18.34,16.6,18.36,16.5,18.34,16.69,9.88615937687236,27539327.0,494704561.0,stk_mins
603355.SH,20260710,2026-07-10 15:00:00,28.36,25.5,28.39,25.3,28.36,25.81,9.879891514916705,5506988.0,148970647.0,stk_mins
600491.SH,20260710,2026-07-10 15:00:00,1.12,1.12,1.12,1.12,1.12,1.02,9.80392156862746,745501.0,834961.0,stk_mins
002687.SZ,20260710,2026-07-10 15:00:00,5.85,5.4,5.86,5.25,5.85,5.33,9.756097560975597,42021378.0,239545065.63000003,stk_mins
300455.SZ,20260710,2026-07-10 15:00:00,23.1,21.04,24.0,20.58,23.1,21.05,9.738717339667469,24006406.0,545262561.87,stk_mins
300952.SZ,20260710,2026-07-10 15:00:00,18.93,17.69,19.78,17.31,18.93,17.26,9.675550405561983,13183391.0,247102529.04000002,stk_mins
300043.SZ,20260710,2026-07-10 15:00:00,5.8,5.24,5.81,5.19,5.8,5.29,9.640831758034029,168910525.0,943339487.2,stk_mins
688818.SH,20260710,2026-07-10 15:00:00,78.3,71.0,85.49,69.59,78.3,71.42,9.633155978717433,34596986.0,2706326737.0,stk_mins
688568.SH,20260710,2026-07-10 15:00:00,41.95,38.0,44.19,37.61,41.95,38.28,9.587251828631139,33126736.0,1377427179.0,stk_mins
300759.SZ,20260710,2026-07-10 15:00:00,33.94,30.63,34.9,30.09,33.94,30.98,9.554551323434456,102202462.0,3394611018.0,stk_mins
688612.SH,20260710,2026-07-10 15:00:00,32.76,30.04,34.26,30.0,32.76,29.95,9.382303839732886,9672752.0,315146345.0,stk_mins
688613.SH,20260710,2026-07-10 15:00:00,15.93,14.53,16.1,14.33,15.93,14.57,9.334248455730943,5745830.0,89696696.0,stk_mins
002519.SZ,20260710,2026-07-10 15:00:00,5.98,5.49,6.02,5.38,5.98,5.47,9.323583180987205,117363762.0,690928893.9,stk_mins
603682.SH,20260710,2026-07-10 15:00:00,8.68,7.93,8.75,7.89,8.68,7.95,9.182389937106915,29004700.0,249167210.0,stk_mins
600718.SH,20260710,2026-07-10 15:00:00,8.0,7.5,8.06,7.48,8.0,7.33,9.140518417462484,44416433.0,348839308.0,stk_mins
688660.SH,20260710,2026-07-10 15:00:00,8.6,7.87,9.31,7.81,8.6,7.88,9.137055837563457,47041997.0,409677498.0,stk_mins
688480.SH,20260710,2026-07-10 15:00:00,84.0,78.16,88.56,75.67,84.0,76.98,9.119251753702251,3988714.0,327605287.0,stk_mins
920116.BJ,20260710,2026-07-10 15:00:00,71.58,66.56,77.49,64.6,71.58,65.64,9.049360146252283,11382932.0,830412760.2,stk_mins
002657.SZ,20260710,2026-07-10 15:00:00,16.38,15.1,16.53,14.7,16.38,15.03,8.982035928143706,38398298.0,617091703.1600001,stk_mins
002465.SZ,20260710,2026-07-10 15:00:00,13.58,12.44,13.72,12.17,13.58,12.47,8.901363271852446,197135606.0,2636053518.8,stk_mins
600501.SH,20260710,2026-07-10 15:00:00,15.81,14.55,15.97,14.31,15.81,14.52,8.884297520661155,22321213.0,347406183.0,stk_mins
