ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
300236.SZ,20260709,2026-07-09 15:00:00,131.32,115.05,132.5,115.0,131.32,110.58,18.755652016639534,24715864.0,3054043430.1,stk_mins
300604.SZ,20260709,2026-07-09 15:00:00,374.0,325.0,375.18,310.49,374.0,317.22,17.899249732047153,39785020.0,13456200936.5,stk_mins
301172.SZ,20260709,2026-07-09 15:00:00,28.06,24.21,28.19,23.45,28.06,24.21,15.90251961999174,10246026.0,266883059.5,stk_mins
301303.SZ,20260709,2026-07-09 15:00:00,16.22,14.06,16.33,13.47,16.22,14.04,15.527065527065531,15983543.0,241045600.17,stk_mins
300821.SZ,20260709,2026-07-09 15:00:00,30.33,25.5,31.0,24.9,30.33,26.44,14.712556732223891,213597803.0,5925773731.0,stk_mins
300922.SZ,20260709,2026-07-09 15:00:00,16.69,14.46,16.88,14.46,16.69,14.56,14.629120879120894,16675719.0,264671669.76999998,stk_mins
301323.SZ,20260709,2026-07-09 15:00:00,82.9,73.17,83.3,73.17,82.9,72.64,14.124449339207047,4595828.0,367978984.55,stk_mins
300506.SZ,20260709,2026-07-09 15:00:00,6.41,5.68,6.74,5.55,6.41,5.62,14.056939501779354,67044360.0,416571854.96,stk_mins
300270.SZ,20260709,2026-07-09 15:00:00,12.99,11.76,13.2,11.64,12.99,11.4,13.94736842105262,32627802.0,414681510.9,stk_mins
301295.SZ,20260709,2026-07-09 15:00:00,48.66,43.48,49.06,42.09,48.66,42.82,13.638486688463324,4238516.0,198675225.4,stk_mins
300071.SZ,20260709,2026-07-09 15:00:00,4.12,3.65,4.36,3.53,4.12,3.63,13.498622589531696,214792204.0,893033632.55,stk_mins
301307.SZ,20260709,2026-07-09 15:00:00,92.84,89.88,98.0,87.66,92.84,82.01,13.205706621143754,27861698.0,2601904511.3999996,stk_mins
301618.SZ,20260709,2026-07-09 15:00:00,41.77,37.01,43.3,37.0,41.77,36.9,13.197831978319785,6210612.0,251987335.97,stk_mins
300164.SZ,20260709,2026-07-09 15:00:00,9.18,8.51,9.76,8.51,9.18,8.13,12.915129151291493,262627696.0,2407171912.9,stk_mins
300845.SZ,20260709,2026-07-09 15:00:00,12.97,11.64,13.38,11.63,12.97,11.52,12.586805555555557,18018558.0,229301985.91,stk_mins
301486.SZ,20260709,2026-07-09 15:00:00,206.22,188.36,208.7,183.08,206.22,183.4,12.44274809160304,7460149.0,1465075906.3,stk_mins
300332.SZ,20260709,2026-07-09 15:00:00,4.8,4.64,5.03,4.5,4.8,4.3,11.627906976744185,84683299.0,404575371.96,stk_mins
301285.SZ,20260709,2026-07-09 15:00:00,109.38,101.45,112.0,94.18,109.38,98.59,10.944314839233172,5754422.0,597122007.8499999,stk_mins
300136.SZ,20260709,2026-07-09 15:00:00,99.71,91.02,100.45,87.29,99.71,89.88,10.936804628393414,65320051.0,6022990550.5,stk_mins
301396.SZ,20260709,2026-07-09 15:00:00,285.0,279.02,295.43,250.1,285.0,257.0,10.89494163424125,16997055.0,4642722200.5,stk_mins
300654.SZ,20260709,2026-07-09 15:00:00,10.23,9.24,10.23,9.14,10.23,9.24,10.71428571428572,28828136.0,283540696.48,stk_mins
301317.SZ,20260709,2026-07-09 15:00:00,57.49,53.38,62.33,53.37,57.49,51.94,10.685406237966898,10620605.0,624122234.75,stk_mins
300068.SZ,20260709,2026-07-09 15:00:00,4.48,4.86,4.86,4.46,4.48,4.05,10.617283950617296,123788990.0,579643734.26,stk_mins
300560.SZ,20260709,2026-07-09 15:00:00,19.91,18.22,19.98,17.71,19.91,18.0,10.611111111111104,17090600.0,319868476.4,stk_mins
300394.SZ,20260709,2026-07-09 15:00:00,271.5,252.5,272.94,248.53,271.5,245.68,10.5096059915337,55610243.0,14467440765.5,stk_mins
301099.SZ,20260709,2026-07-09 15:00:00,92.84,88.12,94.9,86.0,92.84,84.04,10.471204188481664,16602168.0,1508649607.7,stk_mins
301666.SZ,20260709,2026-07-09 15:00:00,611.0,569.58,620.0,568.02,611.0,553.71,10.34657130989145,4750134.0,2841725984.2,stk_mins
300656.SZ,20260709,2026-07-09 15:00:00,35.7,32.52,36.59,31.81,35.7,32.36,10.32138442521633,9150990.0,308162354.7,stk_mins
301021.SZ,20260709,2026-07-09 15:00:00,99.44,91.78,99.7,91.78,99.44,90.16,10.292812777284821,8520694.0,819256368.5,stk_mins
