ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000050.SZ,20260617,1min,241,1,09:34:00,15:00:00,1,0,1.5317,0,,0.0,55.8096,0.02552,0.0,31,0.0,70.0,73.2429,8.25,neutral_limitup
000100.SZ,20260617,1min,241,1,11:01:00,15:00:00,3,5,1.5625,5,27.2,37.8,8.855,0.017763,0.0,31,0.0,2.56,28.8085,65.166,high_open_board_risk
000672.SZ,20260617,1min,241,1,14:00:00,15:00:00,1,1,0.4204,1,2.0,95.0,83.7277,0.184888,0.0,29,12.8798,50.7801,69.7494,19.5529,neutral_limitup
000679.SZ,20260617,1min,241,1,13:07:00,15:00:00,1,0,1.6327,0,,0.0,55.2041,0.039198,0.0,31,0.0,45.0,61.8112,12.0,neutral_limitup
000695.SZ,20260617,1min,241,1,14:51:00,15:00:00,1,0,0.6911,0,,0.0,60.8535,0.176971,0.0,10,12.0,17.0,47.906,19.2,weak_limitup
000725.SZ,20260617,1min,241,1,09:47:00,15:00:00,1,0,0.4471,0,,0.0,62.3174,0.018644,0.0,31,0.0,70.0,75.1952,8.25,healthy_limitup
000777.SZ,20260617,1min,241,1,09:30:00,15:00:00,2,1,5.215,1,277.0,20.0,28.71,0.012775,0.0,31,0.0,64.0,62.413,33.1,neutral_limitup
000811.SZ,20260617,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.035708,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
000823.SZ,20260617,1min,241,1,09:44:00,15:00:00,1,0,0.4523,0,,0.0,62.2863,0.021756,0.0,31,0.0,70.0,75.1859,8.25,healthy_limitup
000955.SZ,20260617,1min,241,1,14:51:00,15:00:00,1,1,1.0799,1,1.0,100.0,81.5205,0.330376,0.0,8,51.0677,17.2331,44.4441,32.882,weak_limitup
001223.SZ,20260617,1min,241,1,13:02:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.008553,0.0,31,0.0,45.0,64.75,12.0,neutral_limitup
001282.SZ,20260617,1min,241,1,10:40:00,15:00:00,1,0,0.7554,0,,0.0,60.4674,0.004512,0.0,31,0.0,57.0,68.7902,10.2,neutral_limitup
001326.SZ,20260617,1min,241,1,10:10:00,15:00:00,3,2,2.3639,2,5.5,84.0,56.2166,0.005647,0.0,31,0.0,53.8,66.075,26.33,neutral_limitup
001339.SZ,20260617,1min,241,1,10:20:00,15:00:00,6,6,2.1839,6,24.6667,40.3333,0.0,0.00579,0.0,31,0.0,5.0667,27.28,64.1567,high_open_board_risk
002080.SZ,20260617,1min,241,1,09:44:00,15:00:00,8,17,1.6017,17,9.1176,69.6471,0.0,0.010661,0.0,31,0.0,0.0,25.0,57.5882,high_open_board_risk
002106.SZ,20260617,1min,241,1,09:44:00,15:00:00,1,0,0.4736,0,,0.0,62.1583,0.02728,0.0,31,0.0,70.0,75.1475,8.25,healthy_limitup
002141.SZ,20260617,1min,241,1,10:06:00,15:00:00,1,1,1.4019,1,1.0,100.0,79.5888,0.004072,0.0,31,0.0,67.0,79.0266,12.65,healthy_limitup
002161.SZ,20260617,1min,241,1,14:04:00,15:00:00,1,0,0.7987,0,,0.0,60.2077,0.011917,0.0,31,0.0,45.0,63.3123,12.0,neutral_limitup
